ticker,height,address,amount
atom,900000,bc1pu62x0qzqn758srcmm0ctlxgum55a06am3njj3jgatkmyu9plmypsshzp45,1151992
atom,900000,bc1p3eze9y3krkxk848t0ph4d0y4mml22ht3z7g5snr8npdecrfkmuzsm433rk,896192
atom,900000,bc1p9uwfwtu6xpwynpd82tu04evjcygcgllyg0t3r9hqxm5l9cpyudvsjcc8sq,252978
atom,900000,bc1pvesnwzz63l3gru9l309yyppkrswl0u5y4s5mr95hxds3z5chmmls9ssr8q,241048
atom,900000,bc1pry3mph3vy7u4spcjpmfpuemcmyxhahmftsaddfevtp4pheg3q2lsnytluu,206000
atom,900000,bc1pptsyhluekq60z5x5twq9nt5g9w3ymz6p4emrsdsz2p238vevfraqzt7k34,200000
atom,900000,bc1pgxkn7anuaxnc7rrl9h26t68w3jwwaw88hxr38lg2vvyjrxspty6qnays97,186893
atom,900000,bc1pg6r0mdvzcf407vamm9670vtzcywlrcc6naj03r85qr5avvkuk6cql930r4,141525
atom,900000,bc1ptuwmztktn3xd9mvxu9xwk7ncdnvmc9nv64heglcp60ymk7aus64qs07z8s,133985
atom,900000,bc1py8cgr0vznjz4dvrkp495y5vm74uqh2796lq4uys6ts9rvd0shtqqznpcyu,118135
atom,900000,bc1pmxjgfnmmlyjf6gnl4w8jrnqvywxs9tgnnhyww5mgqac8p8ga9hpq874608,117000
atom,900000,bc1paqf2f9eds22qlycwvrt82hs4u7zgkzwvvst9z3rxu2e4pnljdzzqswc7kz,116463
atom,900000,bc1p7n0hzl7y7pc8kqjgvn0uhe2qcuh5qj886805x0vcfu64jdh43x6q7g8203,113959
atom,900000,bc1p4v2rhavje9yy8da802z0x6ja5chzfvpckpes50vxypvrw6wvn2zs8pvfph,111000
atom,900000,bc1p6amnljzdhyvrr3kazrgygczrfxwl8594tvg54sc704ae65q43usqe6yrjl,109997
atom,900000,bc1pumng6zz9tu33zcharmsstmmg6hz78pu83jgpxaw3ewlv0necj35smmrpf7,107000
atom,900000,bc1pvzvusugfwe2u7y9v7tddcu6jv2pn6x340rd22yqwj3hkw09ef2lsn7jxa3,100142
atom,900000,bc1pwgsn6vkn2p00eshulagu4uxk883zx8jwnykz6x09kqraxpeg69uqw833pe,100097
atom,900000,bc1pfywaxzxygg59c9v7j4grk9d6gwy5syq8ds6syfzu3wq9rje8y0cslwef4u,99000
atom,900000,bc1qxvtams3gj5ye8d2ju07dy7cnuzf8zjaz85y2n6,97304
atom,900000,bc1p4usrznqulzh7l8z8tqafz264r3vg8m86mew50scr3qk70r63zyeqcxv73k,96119
atom,900000,bc1pvh0lq2fp4gv8lf8n7spv5xg06746mlg3xqnvhca75dll8dmpjmkq8fs5wx,96000
atom,900000,bc1pa38vm5mn37wd28cy9c2wk7a2e3ets08ss6f72fj2plze8qd9x32qt05d8v,94500
atom,900000,bc1p3nng62yxyjknt2t9efnpxdz9h8hlmafh5yy62v77ha9fjghwmjfqpt6m8z,93439
atom,900000,bc1pwf2c5av99lnq04l7nu2n5nsjmv0fuwrvzq7rk77spewy0t6legcs4trxc0,92882
atom,900000,bc1p33n70wsaf0hwj3h3uz4kxattwqcmfsea9z3mw7mnpz6k9tu8zrzqunn7ut,92000
