ticker,height,address,amount
quark,870000,bc1puxcfn62ceyxu4m5rrk89vh9eydd682avlqjphx57mxekglmuhj9snu77w4,105175183
quark,870000,bc1psq6xlaawpzpd0z68ef9r0kqt5lzkqy9zqwj2a2kent6p4z6etxtqy7eugc,100000000
quark,870000,bc1p337u20hy8a8m06664ntkx432m8ztdad4h30k9dw8rn84gw5dw24su7kty2,98042701
quark,870000,bc1py6pu203c7sdyfv6zyclvaf4fpd0ghw4z003wwka83fwta0w2yckqsmn5zx,97307600
quark,870000,bc1pkskzpe3r9wt46y04ph23wqk4qn5g7uw4t2srshhseuh9fyvn6mfqp3sgtj,94536502
quark,870000,bc1p0nkzg0qss837pfcyjc4qfr60vjlyrza8f4ss8krgladglmhlph3qrqwnqa,88847966
quark,870000,bc1pm0jgthnm3rnmddyffn0qn769pele0r85f5aw2gc6we762e6kd9msz673pt,80000000
quark,870000,bc1p59jn8l62um3tf7rj3qskjty93c0c2ghwrrfd6dpuvjfn9tzp4p8qmgzwws,75300000
quark,870000,bc1p8xe6exmsh0p90agephzjrlen7thaquvacpwqdm3f28sjmy5s0uhqk7vw4z,64700000
quark,870000,bc1p2way0h8jf2wkdgkdhwkgk54tc7qsmkyzwe27lgdse2g7uem2t7uq77trml,60800000
quark,870000,bc1pkqxw4rm2r6au42m3a5f7442l7mm02ejfa2xqmnqc6ewxrphk8rkq3885up,54099051
quark,870000,bc1pqfvjxm6w0nx2c66nfp36a9gdcp6a4r4lchegup9769lrlsvq7f2szarhlr,52507108
quark,870000,bc1ppzr5ghl28m9a002z29zz8u6fygpuhhsm85v5fa9rhzym03zdgeqqk30jg7,48747713
quark,870000,bc1pcvnw4mkqkf9eh04ydz74sxl3zjuvn86t7ng87mjxlg7de2629lzq70xecp,47243979
quark,870000,bc1p7hvslwhcgxmeuhgtfxu2urul93f9qehdk88hnegdm45jk7rtcraqysax38,46220000
quark,870000,bc1pgfz630c2jp5ehwpcswzkrs85sddnj4xjastc7z92a7h6gurxfqhsknd732,42680000
quark,870000,bc1p5s2hn9zux7qurtparqselp24x6ha457cjwdfrt6xgsvrpfakm77syc68rd,42158518
quark,870000,bc1p3w7t8vygc8hqymahv442tytfaxv5ymjl3g7dwu2zmf2amkcc6mlsaax3gh,41926050
quark,870000,bc1pv5ptsu2x83yv8vxmk8qdr5f74gjh9kat3wwf5dln0fesvte0fy8q0hp4zq,40000000
quark,870000,bc1pza5453g4avl8kv6r3wdkgjdcg3sppqh4pz73q5mgxcs2c0whg8fq6cn2kz,40000000
quark,870000,bc1pjlwr8e7pm4mrgrc7rf0hxrqcqfc9h9u3g9djegse0tyavq46mw7szyqgur,39940000
quark,870000,bc1pssh87sk5n2dlz6cs9xf5kkup2xz9fnre4xvlcmwyt3nfephzyz7qht7mpk,38940000
quark,870000,bc1prlgxsn7wqc8dfmrkjzxsyzp70hsts3tf937vmr76x37npkmekgxsqg6y5j,37149734
quark,870000,bc1p365h00zqn20txfur6hlfr3ducjmh2qgv8hngsecs9fudhhh48ussq6qktk,37020000
quark,870000,bc1p3dfge99g2ulp8ry7almgr64fmwqzfxqclgh5mca39rzl2lw3zvasavfyzu,36476445
quark,870000,bc1pyu56aw3c9uay46mvn5ecwpk048qnze44y4qlj6agvaeqm4k5dn6qwp00v8,36380000
quark,870000,bc1pjs77d0uxjl9tnjw0guljxml75pdpzpwyluqgp4033w2wjs86esjqrjrclc,34080000
quark,870000,bc1pkzpspzaana3dtm4taf334k3n0xqutd2l4kxzfnpsnwg79jxwtutssmq65g,30060000
quark,870000,bc1pewew5hwn9knlvjlylpvm8jsn5fxsmd03a9mwmk3342clztzckn0qu5zwlq,30030000
quark,870000,bc1pgsatmp3k2vhl04z59q5yz7tqgpr6nutv7a4r26ucn6t93xjd3haqaj07n6,30000000
quark,870000,bc1p48ejsrlual5sud94xsucd0gzpdgdzvjypf7tk2kc5u8m230j4laqur9l25,29960000
quark,870000,bc1pl2e783ur975dj6cjwdlkur5p4mgrsd3utxl809z0cejwtvzsv6rswymsjv,29400525
quark,870000,bc1psfptcxzqsynnxvrnlfggd8dwtq0kepcmu7qwu7mm9kpjzerlcxkshusdnr,28599554
quark,870000,bc1p049979esj9vdgg4pyv7zxce8kf4dk8e7kcgd9gvwwym6xpew6wfs83yfdm,28340000
quark,870000,bc1p5eejndfduz9qlexl3cakrzz9yjafs2usuayhsutpsfz64nygtxtqfuznkf,27280000
quark,870000,bc1p7z2y8duc33cl8qsu2ppcayygurq72ts8estcjfrltsv2764pgrlq7fa9z9,26780000
quark,870000,bc1pgkq9j6yfcfl6jd84ww22p60uuhx3hnjwhdfl8gyn98drw09kv3jsfj4a2u,26000000
quark,870000,bc1pymzu5gx70gj6qxnzu8ghkh0l5vr9f3scaqspw9r4clkfhrtr2f8sfa823x,25360000
quark,870000,bc1pttx3355sezhqq2k7rdzcsg6atfrudqxj7xvf3sygfrjm2paj09jqn69r3n,25287945
quark,870000,bc1q6e5p8ceg080y3qrd87x059xjz2w8z489pvmw6r,24920000
quark,870000,bc1pfcusxk8pmt64j273s82hugch35p3xav55mwwgtue7xa4ftz2ka6sjnjcl4,24755137
quark,870000,bc1pw5vj26cqjt3pavv0eke2cak5t4y253lzx3w79ag7wp5v0mc60kcqcs0z5l,24508482
quark,870000,bc1pcr6dq8ezmrgs8m7cr4u2jlaz5r5q089dc6re4yemawv9jf68f46svd7sls,23842133
quark,870000,bc1p8z5uv9zur0dv8e4zwv2gjaa3r80ldpga0a7gaz5a30g97fpu60gsrn0u6y,23800000
quark,870000,bc1pxxg24dlczmmpnxme3z7j55pfz87gp3e3pfekvqfqt0z0jjst4l5swlj7mv,23140000
quark,870000,bc1p269n3qy9j4muqhdn8p864nk9n5qjvdmn89mtt2hrfck5a0mh5nqs7m7s25,22680481
quark,870000,bc1p72trm7vdjya45g866vnhzt9xqhcgca8ppelcrrp7gvkn8qh6srtqafx7ak,22552189
quark,870000,bc1p93pre0xq0cxnu7kwv2hdyq7g5cjx6nn3d9ptn3c5y43u9ffjem5s87cuxq,22284335
quark,870000,bc1pfn0njhae0f6q2v4j59a6jlh3mujrh8vmq97u8s9g3zd633pttftq8dfa5m,22280000
quark,870000,bc1pskufsetfcqk9q39mztdq8qv0jvkpwdqk4vq6dqqfldwcfg9rgzpqhlcxsn,22272581
quark,870000,bc1p85hghvy8s8s8gxjvsvxytq6ltx434qkrmg0vqm9xkfy90ykmjmpqh75lq9,22210648
quark,870000,bc1pcxaghhfumlx65pelkpwp35azq3umx8kcq53jg7gycxyz9vxcqzgqmj0tsc,22200000
quark,870000,bc1p73pucdmdmhjlpsxy67q89f84q35s4d77cuyf6x3twn7t3mf3dceqt73eh7,21828744
quark,870000,bc1ptewj08zmey7j4xq2wxkhlg7qy7kmh5vhwcesyfprpwy4alml8zks3f56x8,21760000
quark,870000,bc1pztef7s92pqa5x6u97azjfvex7yzyw98asdgk4l3g8wlahthknrqq0rg3mn,21560000
quark,870000,bc1pa2ms6r0dywj7um4ss26yeywslkf0703yyxl5ec0mcf0sadhz09fsht7kx4,21480000
quark,870000,bc1pz7wv0stzh35ygzmp666at8ms8f5vg5f8ncmhv8ssn9gm5thv08zqkctjhk,21083322
quark,870000,bc1p3jzv54xg9rxpk8zmanaewqqdl6v74rajv4uzsaxwwvwuf0nv8xus685p9w,20780000
quark,870000,bc1pnuycnekqzchp0562zgpdcggan3md4n62fs764uq9rp9p2pa4rr7q7gvmz7,20762145
quark,870000,bc1p8mp6xwe36wlmeahwasj60gxhyzeh5ss4ysnduzrkj2aqvmupnccsegaz7l,20647482
quark,870000,bc1qs0hr90egc9rhxrpw4udg03nzr5ak0762x2jtvu,20460000
quark,870000,bc1p2e2zv5pnkdfjash6mkzmfvp55cqwqmfpl3mhnlgrcjxsv5kpypvsjs2fqx,20380000
quark,870000,bc1pgqd9523c4kh8ufdqd33nrkyn67e4mtygextgk93qusfl9cjquyjqmn6rv3,20286213
quark,870000,bc1p9xz9490gv4djsfx86qp8tqym27sxkxzh3awh0e3k3069fdcmje2scmn7u7,20140000
quark,870000,bc1p0xad9jef82g35m323dlzw6usv0q7j40e08zn4pvrpwz5al0j5jnswzmqff,20000000
quark,870000,bc1pd0nsvaqvjzj6nt7egvtrs6nkcsvyupesxyhk0s3hm75pm5eevutssmn47s,20000000
quark,870000,bc1ppj68lqx2ylr3hm8md6x9rtp7plkyrx6c8lfpsjlljfrmlpqs2p2swrmtch,20000000
quark,870000,bc1pd5srsd00xdl67s4hjdlaldznf5vlmfm2xd2n3u7qvhpg8qvjedjs9y4987,19907492
quark,870000,bc1quv4nfj5t42nfe4n92sezcm8n4x6hm8ce4gqkqj429phnve9hp68q290a4c,19749559
quark,870000,bc1pncwpntzzz2pzh38jtpgcvltvh2xcaq8t5xu0z28rgafvjds7ncys2a38a4,19540000
