ticker,height,utxo_id,amount
atom,822900,27780295269023744,1000
atom,822900,27780295269810176,1000
atom,822900,27780295270596608,1000
atom,822900,27780329583149056,1000
atom,822900,27780329756688384,1000
atom,822900,27780329757474816,1000
atom,822900,27780329758261248,1000
atom,822900,27780329759047680,1000
atom,822900,27780329759834112,1000
atom,822900,27780329760620544,1000
atom,822900,27780329761406976,1000
atom,822900,27780329762193408,1000
atom,822900,27780330264199168,1000
atom,822900,27780363903303680,1000
atom,822900,27780398357151744,1000
atom,822900,27780398357938176,1000
atom,822900,27780398358724608,1000
atom,822900,27780398359511040,1000
atom,822900,27780398360297472,1000
atom,822900,27780398361083904,1000
atom,822900,27780398361870336,1000
atom,822900,27780398362656768,1000
atom,822900,27780398590722048,1000
atom,822900,27780432594731008,1000
atom,822900,27780467004014592,1000
atom,822900,27780467098648576,1000
atom,822900,27780467353976832,1000
atom,822900,27780467419512832,1000
atom,822900,27780467423444992,1000
atom,822900,27780570364772352,1000
atom,822900,27780638773084160,1000
atom,822900,27780673431404544,1000
atom,822900,27780707501211648,1000
atom,822900,27780707965730816,1000
atom,822900,27780742188105728,1000
atom,822900,27780742250233856,1000
atom,822900,27780879422849024,1000
atom,822900,27781017252921344,1000
atom,822900,27781051214200832,1000
atom,822900,27781154368651264,1000
atom,822900,27781154369175552,1000
atom,822900,27781154369699840,1000
atom,822900,27781154383331328,1000
atom,822900,27781188592599040,1000
atom,822900,27781188739661824,1000
atom,822900,27781222926123008,1000
atom,822900,27781222930317312,1000
atom,822900,27781257324920832,1000
atom,822900,27781257327017984,1000
atom,822900,27781257327542272,1000
atom,822900,27781257521004544,1000
atom,822900,27781291651629056,1000
atom,822900,27781360348823552,1000
atom,822900,27781394722193408,1000
atom,822900,27781394727436288,1000
atom,822900,27781394727960576,1000
atom,822900,27781394728484864,1000
atom,822900,27781394729009152,1000
atom,822900,27781394729533440,1000
atom,822900,27781429152710656,1000
atom,822900,27781429214052352,1000
atom,822900,27781600847069184,1000
atom,822900,27781738296246272,1000
atom,822900,27781875735199744,1000
atom,822900,27781978836434944,1000
atom,822900,27782185548775424,1000
atom,822900,27782219316068352,1000
atom,822900,27782253734002688,1000
atom,822900,27782288069099520,1000
atom,822900,27782391138353152,1000
atom,822900,27782391213064192,1000
atom,822900,27782425508052992,1000
atom,822900,27782425533480960,1000
atom,822900,27782425720127488,1000
atom,822900,27782459984445440,1000
atom,822900,27782460081176576,1000
atom,822900,27782460182102016,1000
atom,822900,27782460190490624,1000
atom,822900,27782460206743552,1000
atom,822900,27782460295872512,1000
atom,822900,27782460569288704,1000
atom,822900,27782494195023872,1000
atom,822900,27782494200004608,1000
atom,822900,27782528552140800,1000
atom,822900,27782528569442304,1000
atom,822900,27782563042951168,1000
atom,822900,27782563045048320,1000
atom,822900,27782563045572608,1000
atom,822900,27782563121594368,1000
atom,822900,27782563152527360,1000
atom,822900,27782563153051648,1000
atom,822900,27782563153575936,1000
atom,822900,27782563517169664,1000
atom,822900,27782563677601792,1000
atom,822900,27782563678126080,1000
atom,822900,27782563678650368,1000
atom,822900,27782563679174656,1000
atom,822900,27782563679698944,1000
atom,822900,27782563680223232,1000
atom,822900,27782563691757568,1000
