ticker,height,utxo_id,amount
atom,950000,27780330264199168,1000
atom,950000,27780398590722048,1000
atom,950000,27780432594731008,1000
atom,950000,27780467419512832,1000
atom,950000,27780467423444992,1000
atom,950000,27780570364772352,1000
atom,950000,27780638773084160,1000
atom,950000,27780673431404544,1000
atom,950000,27780707501211648,1000
atom,950000,27780707965730816,1000
atom,950000,27780742188105728,1000
atom,950000,27780742250233856,1000
atom,950000,27780879422849024,1000
atom,950000,27781017252921344,1000
atom,950000,27781429214052352,1000
atom,950000,27781600847069184,1000
atom,950000,27781738296246272,1000
atom,950000,27781875735199744,1000
atom,950000,27781978836434944,1000
atom,950000,27782253734002688,1000
atom,950000,27782391138353152,1000
atom,950000,27782425508052992,1000
atom,950000,27782459984445440,1000
atom,950000,27782460182102016,1000
atom,950000,27782460190490624,1000
atom,950000,27782460206743552,1000
atom,950000,27782494195023872,1000
atom,950000,27782494200004608,1000
atom,950000,27782528552140800,1000
atom,950000,27782528569442304,1000
atom,950000,27782563045048320,1000
atom,950000,27782563121594368,1000
atom,950000,27782563677601792,1000
atom,950000,27782563678126080,1000
atom,950000,27782563678650368,1000
atom,950000,27782563679174656,1000
atom,950000,27782563679698944,1000
atom,950000,27782563680223232,1000
atom,950000,27782563702505472,1000
atom,950000,27782631761117184,1000
atom,950000,27782631821934592,1000
atom,950000,27782631833993216,1000
atom,950000,27782631840808960,1000
atom,950000,27782631841333248,1000
atom,950000,27782631841857536,1000
atom,950000,27782631842381824,1000
atom,950000,27782631868071936,1000
atom,950000,27782631868596224,1000
atom,950000,27782631870693376,1000
atom,950000,27782631871217664,1000
atom,950000,27782631871741952,1000
atom,950000,27782631877509120,1000
atom,950000,27782631878033408,1000
atom,950000,27782631994425344,1000
atom,950000,27782632008843264,1000
atom,950000,27782666070786048,1000
atom,950000,27782666072358912,1000
atom,950000,27782666100146176,1000
atom,950000,27782666105913344,1000
atom,950000,27782666277093376,1000
atom,950000,27782666324279296,1000
atom,950000,27782700538003456,1000
atom,950000,27782700550586368,1000
atom,950000,27782700554780672,1000
atom,950000,27782700563693568,1000
atom,950000,27782700564217856,1000
atom,950000,27782700569985024,1000
atom,950000,27782700570509312,1000
atom,950000,27782700571033600,1000
atom,950000,27782700573655040,1000
atom,950000,27782700575752192,1000
atom,950000,27782700576276480,1000
atom,950000,27782700725436416,1000
atom,950000,27782700726222848,1000
atom,950000,27782700962152448,1000
atom,950000,27782700962938880,1000
atom,950000,27782700963725312,1000
atom,950000,27782700964511744,1000
atom,950000,27782701043417088,1000
atom,950000,27782701044203520,1000
atom,950000,27782701044989952,1000
atom,950000,27782735033270272,1000
atom,950000,27782803701628928,1000
atom,950000,27782803703201792,1000
atom,950000,27782803784990720,1000
atom,950000,27782803810680832,1000
atom,950000,27782803811205120,1000
atom,950000,27782803812253696,1000
atom,950000,27782803819069440,1000
atom,950000,27782803820118016,1000
atom,950000,27782803820642304,1000
atom,950000,27782803821166592,1000
atom,950000,27782803821690880,1000
atom,950000,27782803822215168,1000
atom,950000,27782803835322368,1000
atom,950000,27782803928645632,1000
atom,950000,27782837814951936,1000
atom,950000,27782837818359808,1000
atom,950000,27782837865807872,1000
atom,950000,27782837875245056,1000
atom,950000,27782837875769344,1000
atom,950000,27782837965422592,1000
atom,950000,27782837966209024,1000
atom,950000,27782837966995456,1000
atom,950000,27782837967781888,1000
atom,950000,27782837968568320,1000
atom,950000,27782838006579200,1000
atom,950000,27782838087581696,1000
atom,950000,27782838330064896,1000
atom,950000,27782838330589184,1000
atom,950000,27782838331113472,1000
atom,950000,27782838331637760,1000
atom,950000,27782838332162048,1000
atom,950000,27782838350774272,1000
atom,950000,27782838446456832,1000
atom,950000,27782872152670208,1000
atom,950000,27782872172068864,1000
atom,950000,27782872176263168,1000
atom,950000,27782872179933184,1000
atom,950000,27782872180457472,1000
atom,950000,27782872180981760,1000
atom,950000,27782872182030336,1000
atom,950000,27782906598653952,1000
atom,950000,27782906610188288,1000
atom,950000,27782906611761152,1000
atom,950000,27782906627489792,1000
atom,950000,27782906639024128,1000
atom,950000,27782906639548416,1000
atom,950000,27782906640072704,1000
atom,950000,27782906640596992,1000
atom,950000,27782906641121280,1000
atom,950000,27782906641645568,1000
atom,950000,27782906664714240,1000
atom,950000,27782906679918592,1000
atom,950000,27782906680442880,1000
atom,950000,27782906979811328,1000
atom,950000,27782906980335616,1000
atom,950000,27782906980859904,1000
atom,950000,27782906981384192,1000
atom,950000,27782906981908480,1000
atom,950000,27782940928245760,1000
atom,950000,27782940974907392,1000
atom,950000,27782940988014592,1000
atom,950000,27782940999548928,1000
atom,950000,27782941094707200,1000
atom,950000,27782941100474368,1000
atom,950000,27782941103095808,1000
atom,950000,27782941158670336,1000
atom,950000,27782941159194624,1000
atom,950000,27782941181214720,1000
atom,950000,27782941181739008,1000
atom,950000,27782941182263296,1000
atom,950000,27782941196943360,1000
atom,950000,27782941215817728,1000
atom,950000,27782941415571456,1000
atom,950000,27782941709697024,1000
atom,950000,27782941710221312,1000
atom,950000,27782941713367040,1000
atom,950000,27782941713891328,1000
atom,950000,27782941714415616,1000
atom,950000,27782941714939904,1000
atom,950000,27782941724639232,1000
atom,950000,27782941725163520,1000
atom,950000,27782941737484288,1000
atom,950000,27782941738008576,1000
atom,950000,27782941738532864,1000
atom,950000,27782941739057152,1000
atom,950000,27782941739581440,1000
atom,950000,27782941740105728,1000
atom,950000,27782941740630016,1000
atom,950000,27782941752164352,1000
atom,950000,27782941752688640,1000
atom,950000,27782975259410432,1000
atom,950000,27782975260459008,1000
atom,950000,27782975285624832,1000
atom,950000,27782975286149120,1000
atom,950000,27782975290867712,1000
atom,950000,27782975291916288,1000
atom,950000,27782975296110592,1000
atom,950000,27782975312363520,1000
atom,950000,27782975491407872,1000
atom,950000,27783009640120320,1000
atom,950000,27783009648508928,1000
atom,950000,27783009683636224,1000
atom,950000,27783009684160512,1000
atom,950000,27783009706180608,1000
atom,950000,27783009747599360,1000
atom,950000,27783009749696512,1000
atom,950000,27783009750220800,1000
atom,950000,27783009750745088,1000
atom,950000,27783009751269376,1000
atom,950000,27783009786920960,1000
atom,950000,27783009787445248,1000
atom,950000,27783009787969536,1000
atom,950000,27783009796358144,1000
atom,950000,27783009859534848,1000
atom,950000,27783009868185600,1000
atom,950000,27783010041200640,1000
atom,950000,27783010092056576,1000
atom,950000,27783010577547264,1000
atom,950000,27783043974168576,1000
atom,950000,27783043974692864,1000
atom,950000,27783043979935744,1000
atom,950000,27783043980460032,1000
atom,950000,27783043980984320,1000
atom,950000,27783078334169088,1000
atom,950000,27783078345703424,1000
atom,950000,27783078358286336,1000
atom,950000,27783078360383488,1000
atom,950000,27783078362480640,1000
atom,950000,27783078363004928,1000
atom,950000,27783078364053504,1000
atom,950000,27783078371917824,1000
atom,950000,27783078386073600,1000
atom,950000,27783078386597888,1000
atom,950000,27783078387122176,1000
atom,950000,27783078414909440,1000
