ticker,height,utxo_id,amount
atom,828228,27780329583149056,1000
atom,828228,27780329756688384,1000
atom,828228,27780329757474816,1000
atom,828228,27780329759047680,1000
atom,828228,27780329759834112,1000
atom,828228,27780329760620544,1000
atom,828228,27780329762193408,1000
atom,828228,27780330264199168,1000
atom,828228,27780363903303680,1000
atom,828228,27780398357151744,1000
atom,828228,27780398357938176,1000
atom,828228,27780398358724608,1000
atom,828228,27780398359511040,1000
atom,828228,27780398360297472,1000
atom,828228,27780398361083904,1000
atom,828228,27780398361870336,1000
atom,828228,27780398362656768,1000
atom,828228,27780398590722048,1000
atom,828228,27780432594731008,1000
atom,828228,27780467004014592,1000
atom,828228,27780467419512832,1000
atom,828228,27780467423444992,1000
atom,828228,27780570364772352,1000
atom,828228,27780638773084160,1000
atom,828228,27780673431404544,1000
atom,828228,27780707501211648,1000
atom,828228,27780707965730816,1000
atom,828228,27780742188105728,1000
atom,828228,27780742250233856,1000
atom,828228,27780879422849024,1000
atom,828228,27781017252921344,1000
atom,828228,27781154383331328,1000
atom,828228,27781188739661824,1000
atom,828228,27781257521004544,1000
atom,828228,27781429214052352,1000
atom,828228,27781600847069184,1000
atom,828228,27781738296246272,1000
atom,828228,27781875735199744,1000
atom,828228,27781978836434944,1000
atom,828228,27782185548775424,1000
atom,828228,27782219316068352,1000
atom,828228,27782253734002688,1000
atom,828228,27782288069099520,1000
atom,828228,27782391138353152,1000
atom,828228,27782391213064192,1000
atom,828228,27782425508052992,1000
atom,828228,27782425533480960,1000
atom,828228,27782425720127488,1000
atom,828228,27782459984445440,1000
atom,828228,27782460081176576,1000
atom,828228,27782460182102016,1000
atom,828228,27782460190490624,1000
atom,828228,27782460206743552,1000
atom,828228,27782460295872512,1000
atom,828228,27782460569288704,1000
atom,828228,27782494195023872,1000
atom,828228,27782494200004608,1000
atom,828228,27782528552140800,1000
atom,828228,27782528569442304,1000
atom,828228,27782563042951168,1000
atom,828228,27782563045048320,1000
atom,828228,27782563121594368,1000
atom,828228,27782563152527360,1000
atom,828228,27782563153051648,1000
atom,828228,27782563153575936,1000
atom,828228,27782563517169664,1000
atom,828228,27782563677601792,1000
atom,828228,27782563678126080,1000
atom,828228,27782563678650368,1000
atom,828228,27782563679174656,1000
atom,828228,27782563679698944,1000
atom,828228,27782563680223232,1000
atom,828228,27782563702505472,1000
atom,828228,27782563746021376,1000
atom,828228,27782563746545664,1000
atom,828228,27782563747069952,1000
atom,828228,27782563747594240,1000
atom,828228,27782563748118528,1000
atom,828228,27782631761117184,1000
atom,828228,27782631821934592,1000
atom,828228,27782631826653184,1000
atom,828228,27782631827177472,1000
atom,828228,27782631831371776,1000
atom,828228,27782631831896064,1000
atom,828228,27782631833993216,1000
atom,828228,27782631840808960,1000
atom,828228,27782631841333248,1000
atom,828228,27782631841857536,1000
atom,828228,27782631842381824,1000
atom,828228,27782631868071936,1000
atom,828228,27782631868596224,1000
atom,828228,27782631870693376,1000
atom,828228,27782631871217664,1000
atom,828228,27782631871741952,1000
atom,828228,27782631877509120,1000
atom,828228,27782631878033408,1000
atom,828228,27782631994425344,1000
atom,828228,27782632008843264,1000
atom,828228,27782632066514944,1000
atom,828228,27782632067039232,1000
atom,828228,27782632249491456,1000
atom,828228,27782632378204160,1000
atom,828228,27782632412807168,1000
atom,828228,27782666037755904,1000
atom,828228,27782666070786048,1000
atom,828228,27782666072358912,1000
atom,828228,27782666092281856,1000
atom,828228,27782666094903296,1000
atom,828228,27782666099621888,1000
atom,828228,27782666100146176,1000
atom,828228,27782666100670464,1000
atom,828228,27782666105913344,1000
atom,828228,27782666108272640,1000
atom,828228,27782666108796928,1000
atom,828228,27782666109321216,1000
atom,828228,27782666144448512,1000
atom,828228,27782666145234944,1000
atom,828228,27782666164895744,1000
atom,828228,27782666273947648,1000
atom,828228,27782666277093376,1000
atom,828228,27782666324279296,1000
atom,828228,27782666347347968,1000
atom,828228,27782700466700288,1000
atom,828228,27782700538003456,1000
atom,828228,27782700541673472,1000
atom,828228,27782700550586368,1000
atom,828228,27782700552159232,1000
atom,828228,27782700552683520,1000
atom,828228,27782700553207808,1000
atom,828228,27782700554780672,1000
atom,828228,27782700563169280,1000
atom,828228,27782700563693568,1000
atom,828228,27782700564217856,1000
atom,828228,27782700564742144,1000
atom,828228,27782700569985024,1000
atom,828228,27782700570509312,1000
atom,828228,27782700571033600,1000
atom,828228,27782700573655040,1000
atom,828228,27782700575752192,1000
atom,828228,27782700576276480,1000
atom,828228,27782700588335104,1000
atom,828228,27782700588859392,1000
atom,828228,27782700610879488,1000
atom,828228,27782700626608128,1000
atom,828228,27782700627132416,1000
atom,828228,27782700627656704,1000
atom,828228,27782700725436416,1000
atom,828228,27782700726222848,1000
atom,828228,27782700962152448,1000
atom,828228,27782700962938880,1000
atom,828228,27782700963725312,1000
atom,828228,27782700964511744,1000
atom,828228,27782701043417088,1000
atom,828228,27782701044203520,1000
atom,828228,27782701044989952,1000
atom,828228,27782701080117248,1000
atom,828228,27782701092700160,1000
atom,828228,27782701113409536,1000
atom,828228,27782734889615360,1000
atom,828228,27782734896955392,1000
atom,828228,27782735033270272,1000
atom,828228,27782769114873856,1000
atom,828228,27782769166254080,1000
atom,828228,27782803701628928,1000
atom,828228,27782803703201792,1000
atom,828228,27782803781320704,1000
atom,828228,27782803784990720,1000
atom,828228,27782803786563584,1000
atom,828228,27782803788136448,1000
atom,828228,27782803793379328,1000
atom,828228,27782803794427904,1000
atom,828228,27782803794952192,1000
atom,828228,27782803795476480,1000
