ticker,height,atomical_id,utxo_count,utxo_amount,minted_times,minted_amount,max_mints
colourfulsat,860000,00007dc973c89b059e10adb12f0b0d96fb345344ad54e4cbb4a9c81ca8d2a91ci0,0,0,0,0,100000
colourfulsatoshi,860000,000040f3a8724c6ed01a8f8e570d314378ad5e355a586acde945516b26e9183ai0,0,0,0,0,100000
colourfulsatoshis,860000,000029a71c3bd7a418dbfd0001c152a6e5bbabd7b9b7a575cdd5023f3c53fdcbi0,0,0,0,0,100000
colourfulsats,860000,00006192e79b335e854e69423e05e6293a506d8b9b6bcc43bdc133b4cba59851i0,0,0,0,0,100000
colourfultoken,860000,0000647f8b7de60db56771a78e5da4416318dd99cab3120770191eedabccc383i0,0,0,0,0,100000
colourfultokens,860000,00004bc5e49395a649c4cb9b6132a81675b6f51398d6ac386e5bf00bd9d8791ei0,0,0,0,0,100000
colouring,860000,0000c3fd4c26df2c6de9ed48a43905d9298408669257a15f682aef6a32b4798bi0,0,0,0,0,100000
colouringbitcoin,860000,0000e552611750bec6f1acf54047c60a06c54bcc95549a93954759a217c2184ai0,0,0,0,0,100000
colouringbtc,860000,0000898873e9522dec864f66285203eeb7e24b44234b2e09bd468fb67216e5d5i0,0,0,0,0,100000
colouringcoin,860000,0000618b0a2b702da4bec74a54912074ea03c14b63a7c070245e4231327f80c0i0,0,0,0,0,100000
colouringcoins,860000,0000f8bed14571f7b206ffb86318f15c80197ad91fc7952beba1021b1d512ec2i0,0,0,0,0,100000
colouringsat,860000,00009363959fd1b8cfa8f926a0a99338feced0f15bbb32b85a4f847edc954d7ei0,0,0,0,0,100000
colouringsatoshi,860000,00004264526c0275364bcfbc020959e9e10990d8c58f2960fee29af6467d03bei0,0,0,0,0,100000
colouringsatoshis,860000,00009457c0232de6f8ae76db157696eccad1b5ef68c91995cf4fef1af6545c8ai0,0,0,0,0,100000
colouringsats,860000,0000903d3fad436241d0e50a487b957e28a6340de3240e2ecb5c2b7ad15b8808i0,0,0,0,0,100000
colouringtoken,860000,0000ac13ca9358cb75776e27ca444a6fa2219be013d72073ea5f108a8a572fd5i0,0,0,0,0,100000
colouringtokens,860000,0000423c0652143c88cb65110f69935366e899f066a97bc1102b98f1902c99c2i0,0,0,0,0,100000
coloursat,860000,00007fb1b656ca55fc0d16e6680194bc071b06bc95f88b9a4c70fb27efbdc126i0,0,0,0,0,100000
coloursatoshi,860000,0000ee3ed22ab23b1ef6e809970e2edfcf9b6410232460965f558678c0c0f95fi0,0,0,0,0,100000
coloursatoshis,860000,000064ffbc942c9589487f2d50dc78c7f35ee2f0fe99dcc1670c266e432e9762i0,0,0,0,0,100000
coloursats,860000,0000e1ac7360196e77b9abc1c1672dfbdeb142754c0266d5a50f2f1c76234dd6i0,0,0,0,0,100000
colourtoken,860000,00004bc55e4b1bd7e662b48ceab2c6d9309143149e42de16bea4d7f80d887d43i0,0,0,0,0,100000
colourtokens,860000,00002932cc863214eee304486b842894d0c46f743c8449ad68d1d3b8fce0f0e2i0,0,0,0,0,100000
copperbit,860000,00005dc3096c9d8a3d8bbf2b07829c7c0aaccb0aa592d7d11505c71caa7c736ci0,0,0,0,0,1000000
coppercoins,860000,0000630de6f7e9a5ab22fdf321d7d508fa648ace3599b3a36fc86fdf6a0fbc6di0,0,0,0,0,1000000
core,860000,361955a8efe9ea86f902e3563f3459ee7f778691850150bd960fe38fe14378e7i0,189,193000,193,193000,10000
cra,860000,0000f77b87db0ece568b7aabb5e00a0581b0448143c228b788eeeb47f85ab8efi0,0,0,0,0,1
crazyfrog,860000,5421ab917491ef40bcebd019ecd5440976baabcd0750a61928e1ec1f894aae13i0,0,0,0,0,2100000
cryptocar,860000,2607a938d07b5bc3b6df9a0ee0cc315a8fda91a68fd34d697b2896ef051b3a2fi0,10,109200,10,109200,10000
cz,860000,0000fd52dda7fe8d1bd9b9b5a8bed4119fde0133b39ca8684a4baa5ec0427db6i0,24,33763,18,35586,91000
d,860000,0000bfa248d330b19e6a58b7a634711d7886a77cb190ee05911c345d0ea08a83i0,1,210000,1,210000,210000
d10s,860000,000066f93ef8ce7f4f47370a6325f034c59931e91780914e0291f44c07ba505di0,234,230000,231,231000,10000
da,860000,dddd8dadf9c2555efcc7a6dd744e045f093494c99e977e88ad3a8f9a345f2c26i0,0,0,0,0,19983
dachscoin,860000,1823743397a38db2aa0f2f9cdd4ee5bba9d783203a58fead37dc5f9353919743i0,0,0,0,0,10000
dao,860000,da0142f3fd4419d469753ad4a6f9c51fb78b5f5133d4d06a70798435a6acbd4di0,0,0,0,0,100000
dark,860000,31624df1c90ae3958a69ae73d493b09582863cc4482d8a3fe29082b7b41ce2eai0,0,0,0,0,200000
darkmatter,860000,789956be362ae6449d548b5f446706435e43a9faebb2ec1e709633525771e41di0,55,550000,55,550000,21000
defi,860000,0000a3b9ac244cb2333d131004decb1d8ca314f079d973598b4c3894e7c218d0i0,0,0,0,0,21000
deploy,860000,6980a8c842dfc43d31909a4996346325177426b26af08c01d67c2ff1890ebb94i0,4,4000,4,4000,21000
desat,860000,2635f8938d5c624698a93e93518ba775e4de4c62921d5687e05f9580ea2be3ffi0,1501,15061946,1560,15600000,210000
dimensaur,860000,99997ab137d4ab245d829f3e2aac411516d3bf2cfa3288670d3ff0c1267d5f74i0,0,0,0,0,100000
dm1nt,860000,afe1d3b5235a8db8a76cdc2b30c43814948fcfca2ba923eca7e0ae5af17199b1i0,0,0,1,1000,21000
dmint,860000,9b90da6b5d209e8ea0ac6503966dbc48ac0c5a555fede28624ad86f0322f785di0,11451,19636800,21000,21000000,21000
dna,860000,11116a746b32240da18f23f57414691a1b689641e6dcb7bf8791fccf66b5c489i0,2,11098774,1,11111111,1
dnimt,860000,b36eb2cba9fbfa4c611dd9fd0864bfedbc36272b059cb08df36ac2aaa834b895i0,7,9000,17,17000,21000
dog,860000,0000b27bb607a3b07d3bc2984112c8576122a9c7dbd0caa5839e476f5a55b84ci0,1,1000,1,1000,1
doge,860000,00009b954c9f1358de9c089f95ec420132e4106a89c8fbb3cfda198ae1e5f9d5i0,7415,7949321,8317,8317000,21000
dollar,860000,0000e1d11cec8b1c1db376de636446b2c13392e37ba1e227b0f97fa9c5b4c4a5i0,0,0,0,0,1000000
dollars,860000,00003dac19c39257686f89c0c1461da77c5391a9b48fd21b775542472ce1406ai0,0,0,0,0,1000000
domo,860000,54517e3c7a9c65b7f81fe6d373c5c71e7cb8b04a4e4d69bacc379c45af82e1b7i0,15,15000,16,16000,21000
dot,860000,00000ff69189f783c9f99d45af36513d7a2fea9b66680a2bd76ec9a6c03ad5d5i0,1,1000,1,1000,1
dots,860000,0000040ef0b5cd5d5d63ae82d3a143a8a46a504a5e304eed169ecc260cadcfc8i0,2726,37052938,1,40000000,1
draga,860000,0000fa430257b757f0431802b0b8119b2c5c7ba08a0a53a4811fb022bff75da9i0,13,474904,12,480000,12
dragon,860000,dc0038f5313f5fbbcfc51aaab7370e43507bdc661760f55ba634aefb5ad15c57i0,8701,1197037465,21000,2100000000,21000
duck,860000,0000762d97ffd3d27e614d8ba04b06af6ee789d31c4a940cc12bb52bb93cc4c7i0,7,56084,6,60000,21000
dune,860000,10246d36e367b36314271c2202ff51c9c5a7b8696446595bb1a03f06b92b1a98i0,3,3000,3,3000,10240
dyebitcoin,860000,00006da647da351fdc91f5f8520fadcdcdcd87ed681dba674c14d9888794404ai0,0,0,0,0,100000
dyebtc,860000,0000628b0f361f8b78e497e0a3dc15d4a2d1e44de5c146500a332b5301134e81i0,0,0,0,0,100000
dyedbitcoin,860000,0000655f148e35552bcd641640ed1a349bdaf130e91bbddccd68c37ee074053ci0,0,0,0,0,100000
dyedbtc,860000,0000f841ee4543152a2a710836eca80f971f19b535c34f4966acce80b98658a5i0,0,0,0,0,100000
dyedcoin,860000,00001e3749e7a99b63c05b910958a0f8a2d4655cad9ffe8022083ecf809fd389i0,0,0,0,0,100000
dyedcoins,860000,0000947d3966967fd156ef50fd2526dfd83804e45c48bbd9a5b281ff7e8aae57i0,0,0,0,0,100000
dyedsat,860000,000078a043aa23c161862d8a38cf1a90b99b69a22e350c8b72b4f94e04f80edbi0,0,0,0,0,100000
dyedsats,860000,0000360d708c243b3746ce01af07c040af380f7aac6498e44378241587cff747i0,0,0,0,0,100000
dyedtoken,860000,0000703b552b226d27e8c6a458b4e2e386fe3c4c05207f38f28bf72d2e74a7dbi0,0,0,0,0,100000
dyedtokens,860000,000045fe51452a136016dc88170ec45e71b1299d180c9e498af736fb8f230f97i0,0,0,0,0,100000
dyeingbitcoin,860000,00006e9cd851c4b16c70429da220e281b9518c83674c4f369562ca018d65e86ei0,0,0,0,0,100000
dyeingbtc,860000,000034c874f464eb40204505b6c35654864cc27a2f7b28ccebc382e1f79b8c59i0,0,0,0,0,100000
e,860000,0000fcadcd2d4782fcd1b7c01fc950fdf9e5fb9ea2417e43b7b9fcac4a4e2da8i0,0,0,0,0,500000
earth,860000,0000355d8c1441b7edb0c5afb48205214ec68fa6e22a9f5d59de85998f2ebf7ei0,0,0,0,0,420000
ec,860000,0000cdee99289515f1e1e9dccd865a06dc9843ed159e57396dd763a77626d7c2i0,1,10000,2,20000,100000
ecash,860000,0000092cb3bd78cacb2d8f237b285c52430e34a77463db286c1a8e88fe23e22ai0,0,0,0,0,1000000
ecurrency,860000,000069c98249fa0c4e7fab234b50b2fde26b6f6803c96b9ad5da71de0a91747ci0,0,0,0,0,1000000
edollar,860000,000013dc027fe0c2a1fc9bcf927825ff8661d6cbe9f69fdc687d5db9b7503a31i0,0,0,0,0,1000000
egold,860000,0000a9e3e475ebe2929d2c3473dbcd88fd1065fd0d1cd237bda85ecd284edc81i0,0,0,0,0,1000000
einsof,860000,000045a21c65bc0d8cc990e11258e01c11e8ba381eeff825acc41cd18058271ai0,362,475000,490,490000,10
einstein,860000,f909c584c025a99e0bc68deb91e1a046aa832c1dbd5dd32586c745f56280f010i0,1,1879,1,1879,187903
electron,860000,536737aadfaffa17233bca342be2571e14916f6a29003ff4766d515283e68e90i0,5561,931883565,18400,1004640000,18400
electrumx,860000,78653251139bbef915e1a22115aa7ba30ff46d57d13fcee0cdd8f545b813d88ei0,419,4395328,446,4460000,5000
element,860000,000075a0c223317938f2cd708c9c74ac85608d60ec0fd315277ba6e800e41abdi0,0,0,0,0,21000
emoney,860000,0000290aac8187a156888e3cd80c19260f78f22b0c123b22aed179953dc84201i0,0,0,0,0,1000000
energy,860000,1010312b7e1b042d75ed6675968f71feb34eb38a26140903954dde36c90318d3i0,0,0,0,0,101000
epay,860000,0000dede134621a8a17f546f39d4348a38e2db2d60e05b5013e7c2727cd200c5i0,0,0,0,0,1000000
epayment,860000,00008e978e88e3dc04d69ed8662bc1f316c334b1521be670bd6be406cb904131i0,0,0,0,0,1000000
epayments,860000,0000f87b9663fc90ff0ed6cc1742aafb9a2f709e96ef49d2f1e3ad4b7754da91i0,0,0,0,0,1000000
eth,860000,000019c847fc2da30715e0bb9a0d2125dc7c6302c5f594ee961805f3c99d8e31i0,852,991624,1000,1000000,1000
etransaction,860000,00004f566ad8cf1c38b9df501aac7db294b5a5ab99a3859d20fc98c1230a3f66i0,0,0,0,0,1000000
etransactions,860000,0000d967b6055bd8ef2248878a20377c96d7e97e73f45f273629d788e2789422i0,0,0,0,0,1000000
eusd,860000,0000a47e6cda1328e760f0b1d0a9d38520b3a4f5d23ae57ae39b594110f84be2i0,0,0,0,0,1000000
eve,860000,aa3cf969a2c72c3a510d332c1258240c26746c9dce47d763b05855fa63fcadafi0,11,11000,12,12000,21000
exp,860000,aaaa4264e4e739df060d9025115442133a81463b228b8dab34eda981a9949042i0,0,0,0,0,100000
f,860000,0000368df7d7934a74010cf92e22540b7c0d68d1f68b28a1e0456d38275907dai0,13,2100000,1,2100000,1
fanshood,860000,923d5f127fae7abcbe0d171e3d01d9cb7a4b5c2f2d7e1bf5ebdc8f361744309di0,15975,19656259,21000,21000000,21000
fb,860000,0000c120d2625c094c9a2b2aed1dfe2d69ea0b1dc6528f717692cef0d5228c51i0,0,0,0,0,21000
feg,860000,45341f7094a0e31e9f784118c1a990e48fd3f9ca04621e829297e3dfe8c369dci0,1,10000,1,10000,100000
fermi,860000,1111466844086029a4db0461ab8a0ff53a739d77d41ed13eced42aa343de957fi0,0,0,2,327600,16380
fermion,860000,000067a638eedf79fc279c7f7a5288caff13462d0fc682b4b0156eb1a509ee71i0,0,0,0,0,2100
field,860000,00007f77df6925d51fef2c1d07fd1d9a44d4c7145d423a621c3db42de7e0736bi0,1,1000,1,1000,21000
fif,860000,886af5ebaaca5864d51cab6314cdc39fcf277220ce8d6d56ed19bfc45208c021i0,1,100000,5,500000,21000
fight,860000,000079591166d8f82a53371393a1954da29afa0dde3c0b5d410da48dbe0c3ba3i0,0,0,0,0,1
fish,860000,52620aa72b8218a5e7dd6ddab29e41f141344f3a30481f04fbb8eaef798bf9aei0,6,6000,10,10000,10
fishmask,860000,00001bc4b6f1e452fb601a05cb0711a2cf38fb1d0f3ed2d36ac5fd02a2b77710i0,18879,189206955,19087,190870000,1000000
fixedtoken,860000,0000796825abedc4187287dbccd6f70017fa77aa2ab56c7c9d6bf84a63a1df34i0,0,0,0,0,21000
fmob,860000,00007e1403973322a2b469650b654413e6bbd417337f8438b5db9cc6abdd6261i0,10,10000,10,10000,10
foe,860000,000004d60d46e81cd4f27bdb9b2412c3e55a79aedaf090f31f1bc6426000706ai0,1,100000,1,100000,2100
fomo,860000,0000bf9a85621878d7759561664ae08a08a45cc7bad127ba5a4e9c5984e5c47ci0,1,1000,1,1000,21000
force,860000,0000bcc8d240922c62713cca12c28c186e9aa6e2656d11fa325b2957b3abd550i0,0,0,0,0,21000
frog,860000,39f5257375864d20f36612ca081ce7d0cc799d489b7ad281cb5bd8487d2edfcbi0,65,67000,67,67000,21000
fuck,860000,0000d2c72a44e3c778695661e32f580c2772622d881ded8cac8b90c4a9a43539i0,0,0,0,0,21000
fusion,860000,74983840b605d17267ed742a2a6c142e1c6c8f35848c11ef749ef64296f01953i0,0,0,0,0,100000
g,860000,000068d5b19a26d743805f9e7d4957bc43c2bd8df0ab2562a08be31e99d7c4a1i0,1,210000,1,210000,1
game,860000,00006a0aa30ece25d6183e941bb49375c0d6ec59e9f1e0adcf37af5cb2c31a3bi0,0,0,0,0,1
games,860000,000077a5fb242ae6337c22d99d0519f321063b0025181b6561f5078d9bad6e53i0,499,99975499,1,99980000,1
gec,860000,00005d01ad2c020f6a06939fca225ad269017ef1dc835fb803d0f5c23f5a0c75i0,0,0,0,0,21000
gem,860000,777778541689ad09e43eeba8e9df62981c32d9fdc7fdbb7aff87cd3267bcd90di0,13770,20274880,21000,21000000,21000
genesisbtc,860000,2443f271f71f31ccf454163773df58c9979078203f62c47505c89afc76730ea5i0,4,4000,4,4000,21000
genesisquarkbox,860000,514421931138d54f105e774c62990a24086119b94441c1681349be5121d7fb96i0,1,1000,1,0,0
gftk,860000,3252d75e5b607f1129ebaf5d171c9727a147c67c8870542454c23648828815a6i0,8,12944,8,12944,3141
gluon,860000,156145d8e88591d2e4f92a0f005a9fb3b31384685c6a0780852c4e690c3cbb27i0,8,50000,1,50000,1
god,860000,00004dc5b51cea4156ff423e96c44077f922d0822063bc9bbd60f6c124df045ei0,0,0,0,0,21000
gofuck,860000,7355f422778bcb3f4ef623384e6ecb9573009e63714e6575ac27d4cb06008f17i0,67,70000,70,70000,210000
gold,860000,2258c2531df921a591c9b8ee0e78d919fdc2b6a648e390ecd502c610beade96fi0,364,3739095,376,3760000,10000
goldbit,860000,00001d30629ad2b13b79d4c592f8578cf5e1783131c436348b580ffdff6d5c74i0,0,0,0,0,1000000
goldbitcoin,860000,8654ea8828e093e1d2e5b3759b79d37f0ccb443709b9404917fae5efeacd2eabi0,0,0,0,0,999998
goldbtc,860000,9392e7e3bb0f16ca776bebee33841e863d8f0f17da84518ad8ebb525dbd6e96ei0,0,0,0,0,999998
goldenbitcoin,860000,5217a80b36c01434f80e30505007bf4f419496708747ceb7c799b25c373e0126i0,0,0,0,0,999998
goldenbtc,860000,90100190ceb21a95b9d7d9e080370fbc242777ce770412de8e4649d54dd2aba1i0,0,0,0,0,999998
goldensat,860000,71531da55514dd685c5dbfea743d4d42def79b29dbfca92ad671c2884b5e9e98i0,0,0,0,0,1000000
goldensatoshi,860000,5431a5d9a350bad99fe284f544b1e611232c0a5ba1ebf932ece7ec8d7557be5ai0,0,0,0,0,1000000
goldensatoshis,860000,6634edb6c9eb5b97e87443547e6b4afbd553a7794b6306e1ee96f9cf93f4bf4ai0,0,0,0,0,1000000
goldensats,860000,11246ab6d26cee06455c649712511d7f1f239c2d12dfba4a3c845934826d2a16i0,0,0,0,0,1000000
golds,860000,0000c98f65ebbc403d8e0f9a7fa73eb5e35ba3d154e5b13069c22a13e1a4a015i0,0,0,0,0,1000000
goldsat,860000,5912b8f6c5e6522e8c613d621c8b96bfd8439ba1572b93a1b56a460301c6321fi0,0,0,0,0,999998
goldsatoshi,860000,6660b04f9a00d81d5215f799e6130a0e4ad1184e07ecada5e757b27de0aaa9a5i0,0,0,0,0,999998
goldsatoshis,860000,98034f7cab875348f1c6e7b0b97699921cf2416059178caaec500cc29d8180f6i0,0,0,0,0,999998
goldsats,860000,42712caed63612941f99bccbff8fd70a45cd3eb9c0d8c4583d381a93c91ec318i0,0,0,0,0,999998
google,860000,0000c02928eff355d0e830ff1379b7e85ddc5ac8398962da7d48a933cb5c044fi0,1,1000,1,1000,1
gpt4,860000,8108e793065acf45cd44b93ad8d70d73eb922891acafa4c4ddc6173be7371205i0,74,48048,100,54600,100
h,860000,00000f336637cb67e11edf9b1dd7f90fb7021cbf5ce06975258875cc6276c3aai0,0,0,0,0,21000
hacd,860000,00009d3384744dfca2b317c376152e9ffd4dde9e5785250ce3dd11b69b59af75i0,2,2000,2,2000,100000
happy,860000,98709d826e33c709da81b258d19a80db5793f9c440232eadd4700973b664df0fi0,1,600,1,0,0
happy2,860000,68350d87c22b98d1e09e269783e9816407a8380e76ef2d2309c63f481b19042ei0,1,600,1,0,0
hash,860000,40178269a779aa15e8bf90d711c7eea95b59ffb4ef40db5d971e50be5cc28272i0,4,4000,4,4000,21000
hashcash,860000,00007a1fd9ad773fad54b651ecf8f18f2b022a098cdd8f66791f4a912b255d14i0,0,0,0,0,1000000
hedgehog,860000,0000a7d44aabb8e067bba49f51d97b6f18f1e505b778c82eafa46c58fa4d5b73i0,1,1000,1,1000,21000
hero,860000,22919e5b4ed7257d921471c7e8e35d207c2932b437c167df1ec82329af387a5ei0,0,0,0,0,20000
heros,860000,3398590246d04945c46d59b689bc2eec90a06a082066748189577dcea9dd9cc3i0,0,0,0,0,20000
hhhhh,860000,0000c0830228ad87284436b1dfef9c5c7ad3f6e214c66ab4823e191ba3a14ca4i0,0,0,0,0,1000
higgs,860000,00002b773cf36df3aebc21e5325b352ccdb7bef7a21c5df9587a75c1ca0c47e2i0,0,0,0,0,21000
higgsboson,860000,fa88f55c52f3daf52d51f5ab41f4720d0bc64924b0562e37a480e8e38d37c69ei0,0,0,0,0,125000
hipo,860000,84820c743b34a39d50a3d90511cba30b9f31802534c2a57596dcd4a769a4af51i0,6,6000,6,6000,10000
honk,860000,1576fd52da63e2f8f8fdd702d9d588c694786f31ca79b59fb90c97773af3613bi0,58,58000,61,61000,21000
hydrogen,860000,0001ab41dc96b03cd5881ba97a25160e99113598c4cde0935c714024827b258ei0,1,1000,1,1000,21000
hyyyy,860000,00003bec50918c94caec8d56147f733480cf8b7905fc021fb151c0c09039061bi0,1,10000,1,10000,1000000
i,860000,0000a928d1247184185af4f629d061598a9683ae2990322ae6dd7ab2d1d4a55fi0,0,0,0,0,21000
ianmx,860000,00002686a0ac9ed62e6acfe3ffba55205101a00b3f6e21c8a1eef3f916821d1bi0,0,0,0,0,21000
ibtc,860000,6105950f17e61f511b2304c807a37603aa5fc0fce7b290e589e27510346bca60i0,7,7000,8,8000,21000
ical,860000,0576bdc2241d4da8721eaa10a13f1e634e93fcb960d152d33081d53c774d2343i0,60,60000,64,64000,21000
icals,860000,2679c605df1201f501b9827fa61e1405d19e37c8c9f8ac2dd8a67da2f87e76bfi0,16210,18395088,21000,21000000,21000
icash,860000,0000116e2c6585e4f0075dc253be7a0b3efbc83814f23443f52f6e312f2fa351i0,0,0,0,0,1000000
idollar,860000,00002dc1fe971c37d3af5a761320ff66268264d5fa9c9ed81b2ec49f94821287i0,0,0,0,0,1000000
ikun,860000,0000ff8c56feb85d58fc25b5cc58bd3a6c4b29bf75353d7312c719c672b52291i0,0,0,0,0,840
imoney,860000,0000891c363f5b2e1eb001f69762b5f9492ed6500e09d85c75c1628f4587ffdci0,0,0,0,0,1000000
infinity,860000,0d5e64d42e4520e17bc204fe25662b0cf2d2a65c350766d6171facaadccb371bi0,174707,3163256492,327987,3279542013,3333
ion,860000,29424770f41d0440a39bd86fb4fc1e368eee7a315a4b5e10622d7861be8f50c2i0,3,3000,3,3000,21000
ipay,860000,00005455018e9357f544382ca2fee77c6cee351ae6edbd4b14fd384742563f23i0,0,0,0,0,1000000
iusd,860000,0000329774c07243d97cb34c81cacbe908c2b3b2d50a4f4ef97c1c1c962d6f3di0,0,0,0,0,1000000
ivy,860000,9079a0031837ef877dda1479d9c41aab3dc45a791495988068e5194ce8797fc9i0,16,196560,22,240240,2000
j,860000,0000d2c2737ad02ed357d8a311f2368cd6974d1209a57b22fabfc66d9ac08d96i0,13,2100000,1,2100000,1
jacobs,860000,000015db0ed6363b1ec288338d20786fc2ca4bce84b3efda1f9293f34435de87i0,19,125442,18,125442,100001
jesus,860000,7777a3648affc8ebd3a35d188a69672ad500eb208e0b86b71e51cdefca8475e0i0,0,0,0,0,11111
jiaozi,860000,14417959b9be71f20afb4ef8451ab21512441a2581b5987d29bf7fb2a1306b06i0,0,0,0,0,100000
joker,860000,000021ffeeb1c98ee121fcf9ca754bcf277ba6a3c716c82148c4699f4c8052a0i0,0,0,0,0,1
k,860000,0000d0fa7fb917756077734111217545db6c40ac79baaaeb7a207e5109675822i0,7,2100000,1,2100000,1
kekepalmer,860000,0000dd72a7c02419231f0384094b1e7e6a5dbe591f61a89ec20ecd3911e81f86i0,1,1000,1,1000,1
kimo,860000,428801de5da96c18c87333f672a2a0a74eaefcbff7f603fff5f88752ab7e267ci0,0,0,0,0,500000
king,860000,fade482d15aef5ac95fd200f53640692ab2d2817ffc1d5df89161f084f5c6ccai0,0,0,0,0,210000
krypton,860000,87737d3412cee7feb5f627fbedacce053db542f12ca0f2e363bc9290d7e0ba64i0,1,54600,1,54600,20000
l,860000,00005ac5d941a5d7c588d7a23f1594c60aa882b1812c231ae68af90df07f8290i0,12,2100000,1,2100000,1
laugh,860000,00002f2111d99ca8d632548ab28f3a7f068de31a7e358fe7a438a5e3c05a58dbi0,119,13650000,91,13650000,140
lcars,860000,000031438ee24b6f410bc92898291f3c40eacb2ca0a07e642359cb830eab0011i0,0,0,0,0,500000
legacyvault,860000,0000acd4c6f8e7e2922dc335239932143c066b2ada3212820fad31625853bbedi0,0,0,0,0,210000
lepton,860000,6879494236156c338ec13f7c9ae431783a5fdacc4194f631cd999437905f459ei0,1,210000,1,210000,1
link,860000,0000bed54819fb96529b08041c31dea1a3c6dfb830b53b2dc0602397d84e963di0,1,1000,1,1000,1
loca,860000,8999675dea5b55855aa1c5bc6ccba513b41ab200104def1d47a830923abdaebdi0,0,0,0,0,21000
lol,860000,cd284d9a858ce5d4cedb643cc0f8fc677e62b38dbb511e4314a61b455a190d13i0,0,0,0,0,1000
long,860000,5762c706131a6393741b9119ba503c5c2487af9d3a48d9c405bd130abec68105i0,43,43000,43,43000,21000
loong,860000,9446dd9b0a1ca8fc27cf07ed00dced3ce4b4c04c19e5fb0bd31494e7acec6eeai0,4,43680,4,43680,2024
loot,860000,1c7c674555be08884769ea475519afb0e9c7715af49305707dea398ed8f86dd5i0,184,185000,192,192000,21000
love,860000,c072e8494a2c4b970b7e66f57de9cd4ee677cda54f7f99631075b2ae800e68cbi0,0,0,0,0,520
ltc,860000,0000cd7f057b124587869210fffa83a9565a5566054ff177554631aff6ec59abi0,1,1000,1,1000,1
luck,860000,10929e5496651989fd4fcb425d1cf0e3b06d96cf77ff4b7b26074719eea78491i0,724,642579,1001,777777,1001
luke,860000,76d52236d6634b48491c45b5d50c0e16b7d4a4ff9062a50d681a27e64592e442i0,7,7000,33,33000,21000
luna,860000,0000c31bcf0bc9fae3d8a0c20fc496a6bf7acab0d145e13e338fad235ab45f28i0,0,0,0,0,1
lutr,860000,2012af742c19c063a69cf37bf6804daffff02e378dd36b99879f3af3a49272eei0,0,0,0,0,21000
lvx,860000,6794ee76fae9dc4d9f2f9bcdd5c7757b9d9f033c3f89dfea27470f2f0ff51e5di0,156,156000,157,157000,11000
m,860000,0000c7bdf1244b3d7b8b0de2f7946dc61f419e9e3594c83625503f7611b6d6e5i0,1,2100000,1,2100000,1
maga,860000,0000c0bd539c0c3913d687d6c1322dfb4c5fb03d68a04bc4141138e4d189d5c2i0,0,0,0,0,1000000
mars,860000,0000ff941f153d9cd4b98970447a83de1d84e1b140d4939cef3a4a6cfd7fc64ai0,485,652000,652,652000,100000
marscoin,860000,0000460f6a8040fe52f25a4feb8c17866468eeb39996d436eba3dd63823bf0d5i0,0,0,0,0,64219
mass,860000,7508c648d4a94c749b89c98672cdaf5dbde365f7cb444beb48d5044a9a64ac07i0,0,0,0,0,100000
matter,860000,00004cfdfd1d448d63119952b42b3a462de8918fe641881d119dd31e64d3401ai0,0,0,33,13860000,500000
mbga,860000,3662454272185882c81cedce9b0e132311e7a602a0b3fc105dc4fa3f1d77a344i0,0,0,0,0,420690
meme,860000,66653cb07bbeff9e47c9b962c86c28245d29c4cdad0dcef6afb23325ce8094cdi0,28,310546,35,350000,2100
meow,860000,2854ca8e11bff86facac461c0c6108b63fb78f822533fd8f5bc2f869d2e06563i0,0,0,6,600000,21000
meson,860000,000044bebc123cf6a2c83536e7703cd7be0685f8df11a93f0accaa9dd4186687i0,7,7000,7,7000,2100
midu,860000,00001ae2251688a3053e058c740c275209c3ee6daf1f1bddf62bb0652db8bf4ci0,3,3000,3,3000,38626
miracle,860000,7780d2c64b3fb8516dc266774cf4f6b3964670d450f541e6e3d8bb31b04f6baai0,3,49140,3,49140,10000
mol,860000,c7ac275408bbfe26ebcd2692ddc9c0c6c8e6e7b1bf09fed031bc72e4d86d8aa9i0,7,147000,7,147000,10000
molecule,860000,50775112ebcf9f58819e06d23a17a5fb69430712f965f03572a08fd614d7b7a2i0,26,209046,1,210000,1
momo,860000,210057f11fc42d4acee8f9a2e0ed03d09c69ef865da8d730da9aeaa5b8f0a247i0,23,460000,25,500000,20000
money,860000,0000edac52ce82216d58c60483dcf6f09c17962fea1f11ddd705e9d8e1a0e118i0,2,7000,7,7000,21000
monkey,860000,0000be733440ff3efbc53f74a83670c209ff60d72449f18d9363f037d1195d56i0,2,2000,2,2000,21000
moon,860000,9853d7e836bcdf78e20dc20425dee60d9440d555a59332f489f768c69b0555fdi0,8,9244,2,20000,100000
moons,860000,32568f2d1206dbd99d3803b9bc2a1edadaa4dfd01228f41a526ad43584373abei0,1,1000,1,1000,21000
mota,860000,1108e905068d3d2bfb932ff11eb33d830e12f290c9c1f39335899ccf47522daci0,3,3000,6,6000,21000
msat,860000,00004a642c6919c9b3979f7ae4b37c378dfdf0ba8a1339fef51ae4ac57374aebi0,0,0,0,0,10
mtgox,860000,00001ccf0743dc8b5262b91c49bb28ccc60d5767f317cd599def5528b0abb389i0,0,0,0,0,20000
mugen,860000,3246f0e2028f05dbde771096725bd52fe8ff7c0e50847c3e729607787b670c65i0,1,10000,1,10000,2000
