ticker,height,atomical_id,utxo_count,utxo_amount,minted_times,minted_amount,max_mints
colorsat,950000,00006f19616221d8936ef3459336ce3daeecfcdc901b9f88e4439545d7561108i0,0,0,0,0,100000
colorsatoshi,950000,00002dea5ab68abd7114066ae3e185e22142a3d87c351ec779ddacd27c6f09a7i0,0,0,0,0,100000
colorsatoshis,950000,000003be8fa489e18568f40c56f206de21888b3f178eb5b67c215eff8b25d0e4i0,0,0,0,0,100000
colorsats,950000,0000212a9264e11bde1ce51267cccf60e4daf41add453ccb463b4dd8879a317ai0,0,0,0,0,100000
colortoken,950000,00004c13a8e09573a488b09e1e5b97838d9c0f743e7d3f8617b6fac07a8defbei0,0,0,0,0,100000
colortokens,950000,00007893cd941b89d04a13de63288fdf5bb7a7252350a662b04d934b15f98836i0,0,0,0,0,100000
colour,950000,0000693a6670e905987a464bb6a7246fd93a8f2129b73b65803be7a925ab7ea9i0,0,0,0,0,100000
colourbitcoin,950000,000084ee8e3f33d43dc27279fc129152f4a3a6d8f34d76b0cce8b731ea218454i0,0,0,0,0,100000
colourbtc,950000,0000c6eb5cef81ead74e8c905c5908b76125ec52dc007f6d6c26699ae995d5b4i0,0,0,0,0,100000
colourcoin,950000,0000280e739a893b5fb2fde9c14b2aa5244c867c16dcec65eb596b0170970c8ei0,0,0,0,0,100000
colourcoins,950000,0000e1c6b17290d18f0d2121c6b24598701e1c911c2bc2c47d5e0bc73a09303bi0,0,0,0,0,100000
coloured,950000,000079a4bb7496757d9445d7ab476a8f0a23726a51c623db7f806ecc7800d943i0,0,0,0,0,100000
colouredbitcoin,950000,000038fe9905054742eb45016d6db699c2d41462dc237f64bdbb14ece0cbf24fi0,0,0,0,0,100000
colouredbtc,950000,000091c486e1fd926b9a0fcfdd5cec657aa460ec1628b1f8bfae53570fce0ea9i0,0,0,0,0,100000
colouredcoin,950000,0000a498465ead981d9829a4bcf737a0f620a16bb5ceab52fee19c59ce9e16f0i0,0,0,0,0,100000
colouredcoins,950000,0000d955b4525274278c03c2c1bc1f8ffcf772e9866222ff7fe0c803b4eb39b1i0,0,0,0,0,100000
colouredsat,950000,0000fd69a0605b2a3d6ba257b6fe4b8d69a2d6d264bb7e0aed08d42c785f1f5ai0,0,0,0,0,100000
colouredsatoshi,950000,0000ee2863cc693c085cbdfd2d6b133a914a6701e0449676881064d88f330459i0,0,0,0,0,100000
colouredsatoshis,950000,0000e40109a8cadb642846e975ba4482388f015d5eb87dfd82fa24faa42a1fc2i0,0,0,0,0,100000
colouredsats,950000,0000478e250fc7ddf72d670120ec5f2219c03317a72a0b44a72185165451c703i0,0,0,0,0,100000
colouredtoken,950000,0000e1dd99734fdaafe276de4f8a71c1da104b7afa64658a27edc5c6695e4c98i0,0,0,0,0,100000
colouredtokens,950000,0000ce1f0f1b381f2ed33aede3317014335c049126cfd491ad80985645565f6fi0,0,0,0,0,100000
colourful,950000,441884774b770e306488c0410c22502e75b8d053a9ebea99af892d442c5173e9i0,0,0,0,0,1000000
colourfulbitcoin,950000,0000dc6f3ad7f9ad7340aa0f2842673d3bff976db5a68e41773bd484ca7e34afi0,0,0,0,0,100000
colourfulbtc,950000,00009bfcc95ab184d84fda6736ac6df2485142e3b3774750199cea8911244465i0,0,0,0,0,100000
colourfulcoin,950000,0000e1c00917dd638d4547e840f9e61919c92d39812dd0d0e9a3ce467edab775i0,0,0,0,0,100000
colourfulcoins,950000,00003fcd149a70def313d67face9287d7cc3593e8e7bddc4a2c4418fd2864ebai0,0,0,0,0,100000
colourfulsat,950000,00007dc973c89b059e10adb12f0b0d96fb345344ad54e4cbb4a9c81ca8d2a91ci0,0,0,0,0,100000
colourfulsatoshi,950000,000040f3a8724c6ed01a8f8e570d314378ad5e355a586acde945516b26e9183ai0,0,0,0,0,100000
colourfulsatoshis,950000,000029a71c3bd7a418dbfd0001c152a6e5bbabd7b9b7a575cdd5023f3c53fdcbi0,0,0,0,0,100000
colourfulsats,950000,00006192e79b335e854e69423e05e6293a506d8b9b6bcc43bdc133b4cba59851i0,0,0,0,0,100000
colourfultoken,950000,0000647f8b7de60db56771a78e5da4416318dd99cab3120770191eedabccc383i0,0,0,0,0,100000
colourfultokens,950000,00004bc5e49395a649c4cb9b6132a81675b6f51398d6ac386e5bf00bd9d8791ei0,0,0,0,0,100000
colouring,950000,0000c3fd4c26df2c6de9ed48a43905d9298408669257a15f682aef6a32b4798bi0,0,0,0,0,100000
colouringbitcoin,950000,0000e552611750bec6f1acf54047c60a06c54bcc95549a93954759a217c2184ai0,0,0,0,0,100000
colouringbtc,950000,0000898873e9522dec864f66285203eeb7e24b44234b2e09bd468fb67216e5d5i0,0,0,0,0,100000
colouringcoin,950000,0000618b0a2b702da4bec74a54912074ea03c14b63a7c070245e4231327f80c0i0,0,0,0,0,100000
colouringcoins,950000,0000f8bed14571f7b206ffb86318f15c80197ad91fc7952beba1021b1d512ec2i0,0,0,0,0,100000
colouringsat,950000,00009363959fd1b8cfa8f926a0a99338feced0f15bbb32b85a4f847edc954d7ei0,0,0,0,0,100000
colouringsatoshi,950000,00004264526c0275364bcfbc020959e9e10990d8c58f2960fee29af6467d03bei0,0,0,0,0,100000
colouringsatoshis,950000,00009457c0232de6f8ae76db157696eccad1b5ef68c91995cf4fef1af6545c8ai0,0,0,0,0,100000
colouringsats,950000,0000903d3fad436241d0e50a487b957e28a6340de3240e2ecb5c2b7ad15b8808i0,0,0,0,0,100000
colouringtoken,950000,0000ac13ca9358cb75776e27ca444a6fa2219be013d72073ea5f108a8a572fd5i0,0,0,0,0,100000
colouringtokens,950000,0000423c0652143c88cb65110f69935366e899f066a97bc1102b98f1902c99c2i0,0,0,0,0,100000
coloursat,950000,00007fb1b656ca55fc0d16e6680194bc071b06bc95f88b9a4c70fb27efbdc126i0,0,0,0,0,100000
coloursatoshi,950000,0000ee3ed22ab23b1ef6e809970e2edfcf9b6410232460965f558678c0c0f95fi0,0,0,0,0,100000
coloursatoshis,950000,000064ffbc942c9589487f2d50dc78c7f35ee2f0fe99dcc1670c266e432e9762i0,0,0,0,0,100000
coloursats,950000,0000e1ac7360196e77b9abc1c1672dfbdeb142754c0266d5a50f2f1c76234dd6i0,0,0,0,0,100000
colourtoken,950000,00004bc55e4b1bd7e662b48ceab2c6d9309143149e42de16bea4d7f80d887d43i0,0,0,0,0,100000
colourtokens,950000,00002932cc863214eee304486b842894d0c46f743c8449ad68d1d3b8fce0f0e2i0,0,0,0,0,100000
copperbit,950000,00005dc3096c9d8a3d8bbf2b07829c7c0aaccb0aa592d7d11505c71caa7c736ci0,0,0,0,0,1000000
coppercoins,950000,0000630de6f7e9a5ab22fdf321d7d508fa648ace3599b3a36fc86fdf6a0fbc6di0,0,0,0,0,1000000
core,950000,361955a8efe9ea86f902e3563f3459ee7f778691850150bd960fe38fe14378e7i0,144,173353,197,197000,10000
cows,950000,0000ad032998f4af50937dba1feaa45bef1b00b10b9dd96e3033ad06f8e2118ci0,8,100000,10,100000,10
cra,950000,0000f77b87db0ece568b7aabb5e00a0581b0448143c228b788eeeb47f85ab8efi0,0,0,0,0,1
crazyfrog,950000,5421ab917491ef40bcebd019ecd5440976baabcd0750a61928e1ec1f894aae13i0,0,0,0,0,2100000
cryptocar,950000,2607a938d07b5bc3b6df9a0ee0cc315a8fda91a68fd34d697b2896ef051b3a2fi0,10,109200,10,109200,10000
cz,950000,0000fd52dda7fe8d1bd9b9b5a8bed4119fde0133b39ca8684a4baa5ec0427db6i0,26,33091,18,35586,91000
d,950000,0000bfa248d330b19e6a58b7a634711d7886a77cb190ee05911c345d0ea08a83i0,1,210000,1,210000,210000
d10s,950000,000066f93ef8ce7f4f47370a6325f034c59931e91780914e0291f44c07ba505di0,209,242552,246,246000,10000
da,950000,dddd8dadf9c2555efcc7a6dd744e045f093494c99e977e88ad3a8f9a345f2c26i0,0,0,0,0,19983
dachscoin,950000,1823743397a38db2aa0f2f9cdd4ee5bba9d783203a58fead37dc5f9353919743i0,0,0,0,0,10000
dao,950000,da0142f3fd4419d469753ad4a6f9c51fb78b5f5133d4d06a70798435a6acbd4di0,0,0,0,0,100000
dark,950000,31624df1c90ae3958a69ae73d493b09582863cc4482d8a3fe29082b7b41ce2eai0,0,0,0,0,200000
darkmatter,950000,789956be362ae6449d548b5f446706435e43a9faebb2ec1e709633525771e41di0,54,560000,56,560000,21000
defi,950000,0000a3b9ac244cb2333d131004decb1d8ca314f079d973598b4c3894e7c218d0i0,0,0,0,0,21000
deploy,950000,6980a8c842dfc43d31909a4996346325177426b26af08c01d67c2ff1890ebb94i0,4,4000,4,4000,21000
desat,950000,2635f8938d5c624698a93e93518ba775e4de4c62921d5687e05f9580ea2be3ffi0,1118,14931830,1564,15640000,210000
dimensaur,950000,99997ab137d4ab245d829f3e2aac411516d3bf2cfa3288670d3ff0c1267d5f74i0,0,0,0,0,100000
dm1nt,950000,afe1d3b5235a8db8a76cdc2b30c43814948fcfca2ba923eca7e0ae5af17199b1i0,0,0,1,1000,21000
dmint,950000,9b90da6b5d209e8ea0ac6503966dbc48ac0c5a555fede28624ad86f0322f785di0,9605,19293816,21000,21000000,21000
dna,950000,11116a746b32240da18f23f57414691a1b689641e6dcb7bf8791fccf66b5c489i0,251,10708848,1,11111111,1
dnimt,950000,b36eb2cba9fbfa4c611dd9fd0864bfedbc36272b059cb08df36ac2aaa834b895i0,6,9000,17,17000,21000
dog,950000,0000b27bb607a3b07d3bc2984112c8576122a9c7dbd0caa5839e476f5a55b84ci0,1,1000,1,1000,1
doge,950000,00009b954c9f1358de9c089f95ec420132e4106a89c8fbb3cfda198ae1e5f9d5i0,10501,16445028,17114,17114000,21000
dollar,950000,0000e1d11cec8b1c1db376de636446b2c13392e37ba1e227b0f97fa9c5b4c4a5i0,0,0,0,0,1000000
dollars,950000,00003dac19c39257686f89c0c1461da77c5391a9b48fd21b775542472ce1406ai0,0,0,0,0,1000000
domo,950000,54517e3c7a9c65b7f81fe6d373c5c71e7cb8b04a4e4d69bacc379c45af82e1b7i0,27,32000,33,33000,21000
donaldtrump,950000,0000bc62650f6cc18ff70d9e3b8da3ab5fe6992f306e7689dafc4578d36551f3i0,26,21000,1,21000,1
donaldtrump2,950000,0000d4b1f2b43fdac8fb5a4cbf5af2f5313c269edea8d7c89bd2a9b72336ea50i0,1,666,1,666,1
dot,950000,00000ff69189f783c9f99d45af36513d7a2fea9b66680a2bd76ec9a6c03ad5d5i0,1,1000,1,1000,1
dots,950000,0000040ef0b5cd5d5d63ae82d3a143a8a46a504a5e304eed169ecc260cadcfc8i0,3118,36276848,1,40000000,1
draga,950000,0000fa430257b757f0431802b0b8119b2c5c7ba08a0a53a4811fb022bff75da9i0,25,471733,12,480000,12
dragon,950000,dc0038f5313f5fbbcfc51aaab7370e43507bdc661760f55ba634aefb5ad15c57i0,21407,1047530436,21000,2100000000,21000
dswp,950000,385002de6c052cdffb5f4b185ea8e4e8e2f8e9a147962e890a3b4455b3ffd3a8i0,0,0,0,0,2100000
duck,950000,0000762d97ffd3d27e614d8ba04b06af6ee789d31c4a940cc12bb52bb93cc4c7i0,9,76084,8,80000,21000
dune,950000,10246d36e367b36314271c2202ff51c9c5a7b8696446595bb1a03f06b92b1a98i0,4,4000,4,4000,10240
duty,950000,0000f13db2fd7cb830a3ea2749a313538cec5c7d51b33677b10f83c4172456a1i0,1,4000,4,4000,21000
dyebitcoin,950000,00006da647da351fdc91f5f8520fadcdcdcd87ed681dba674c14d9888794404ai0,0,0,0,0,100000
dyebtc,950000,0000628b0f361f8b78e497e0a3dc15d4a2d1e44de5c146500a332b5301134e81i0,0,0,0,0,100000
dyedbitcoin,950000,0000655f148e35552bcd641640ed1a349bdaf130e91bbddccd68c37ee074053ci0,0,0,0,0,100000
dyedbtc,950000,0000f841ee4543152a2a710836eca80f971f19b535c34f4966acce80b98658a5i0,0,0,0,0,100000
dyedcoin,950000,00001e3749e7a99b63c05b910958a0f8a2d4655cad9ffe8022083ecf809fd389i0,0,0,0,0,100000
dyedcoins,950000,0000947d3966967fd156ef50fd2526dfd83804e45c48bbd9a5b281ff7e8aae57i0,0,0,0,0,100000
dyedsat,950000,000078a043aa23c161862d8a38cf1a90b99b69a22e350c8b72b4f94e04f80edbi0,0,0,0,0,100000
dyedsats,950000,0000360d708c243b3746ce01af07c040af380f7aac6498e44378241587cff747i0,0,0,0,0,100000
dyedtoken,950000,0000703b552b226d27e8c6a458b4e2e386fe3c4c05207f38f28bf72d2e74a7dbi0,0,0,0,0,100000
dyedtokens,950000,000045fe51452a136016dc88170ec45e71b1299d180c9e498af736fb8f230f97i0,0,0,0,0,100000
dyeingbitcoin,950000,00006e9cd851c4b16c70429da220e281b9518c83674c4f369562ca018d65e86ei0,0,0,0,0,100000
dyeingbtc,950000,000034c874f464eb40204505b6c35654864cc27a2f7b28ccebc382e1f79b8c59i0,0,0,0,0,100000
e,950000,0000fcadcd2d4782fcd1b7c01fc950fdf9e5fb9ea2417e43b7b9fcac4a4e2da8i0,0,0,0,0,500000
earth,950000,0000355d8c1441b7edb0c5afb48205214ec68fa6e22a9f5d59de85998f2ebf7ei0,0,0,0,0,420000
ec,950000,0000cdee99289515f1e1e9dccd865a06dc9843ed159e57396dd763a77626d7c2i0,3,10000,2,20000,100000
ecash,950000,0000092cb3bd78cacb2d8f237b285c52430e34a77463db286c1a8e88fe23e22ai0,0,0,0,0,1000000
ecurrency,950000,000069c98249fa0c4e7fab234b50b2fde26b6f6803c96b9ad5da71de0a91747ci0,0,0,0,0,1000000
edollar,950000,000013dc027fe0c2a1fc9bcf927825ff8661d6cbe9f69fdc687d5db9b7503a31i0,0,0,0,0,1000000
egold,950000,0000a9e3e475ebe2929d2c3473dbcd88fd1065fd0d1cd237bda85ecd284edc81i0,0,0,0,0,1000000
einsof,950000,000045a21c65bc0d8cc990e11258e01c11e8ba381eeff825acc41cd18058271ai0,280,462254,490,490000,10
einstein,950000,f909c584c025a99e0bc68deb91e1a046aa832c1dbd5dd32586c745f56280f010i0,1,1879,1,1879,187903
electron,950000,536737aadfaffa17233bca342be2571e14916f6a29003ff4766d515283e68e90i0,9388,898894820,18400,1004640000,18400
electrumx,950000,78653251139bbef915e1a22115aa7ba30ff46d57d13fcee0cdd8f545b813d88ei0,400,4131616,470,4700000,5000
element,950000,000075a0c223317938f2cd708c9c74ac85608d60ec0fd315277ba6e800e41abdi0,1,1000,1,1000,21000
emoney,950000,0000290aac8187a156888e3cd80c19260f78f22b0c123b22aed179953dc84201i0,0,0,0,0,1000000
energy,950000,1010312b7e1b042d75ed6675968f71feb34eb38a26140903954dde36c90318d3i0,0,0,0,0,101000
epay,950000,0000dede134621a8a17f546f39d4348a38e2db2d60e05b5013e7c2727cd200c5i0,0,0,0,0,1000000
epayment,950000,00008e978e88e3dc04d69ed8662bc1f316c334b1521be670bd6be406cb904131i0,0,0,0,0,1000000
epayments,950000,0000f87b9663fc90ff0ed6cc1742aafb9a2f709e96ef49d2f1e3ad4b7754da91i0,0,0,0,0,1000000
eshell,950000,00001fc145dc1cad64bbe26faddaf9bc03c0227a28f3977966c38f92c87349bfi0,0,0,0,0,1000000
eth,950000,000019c847fc2da30715e0bb9a0d2125dc7c6302c5f594ee961805f3c99d8e31i0,729,980291,1000,1000000,1000
ethi,950000,5370e6ebff4b2cdc3dc816e78f23f2c1dfa232d435c1baf4805e1949c5d9f2b4i0,1,2000,2,2000,1000000
etransaction,950000,00004f566ad8cf1c38b9df501aac7db294b5a5ab99a3859d20fc98c1230a3f66i0,0,0,0,0,1000000
etransactions,950000,0000d967b6055bd8ef2248878a20377c96d7e97e73f45f273629d788e2789422i0,0,0,0,0,1000000
eusd,950000,0000a47e6cda1328e760f0b1d0a9d38520b3a4f5d23ae57ae39b594110f84be2i0,0,0,0,0,1000000
eve,950000,aa3cf969a2c72c3a510d332c1258240c26746c9dce47d763b05855fa63fcadafi0,11,12000,13,13000,21000
exp,950000,aaaa4264e4e739df060d9025115442133a81463b228b8dab34eda981a9949042i0,0,0,0,0,100000
f,950000,0000368df7d7934a74010cf92e22540b7c0d68d1f68b28a1e0456d38275907dai0,14,1640151,1,2100000,1
fanshood,950000,923d5f127fae7abcbe0d171e3d01d9cb7a4b5c2f2d7e1bf5ebdc8f361744309di0,12959,19335691,21000,21000000,21000
fb,950000,0000c120d2625c094c9a2b2aed1dfe2d69ea0b1dc6528f717692cef0d5228c51i0,0,0,0,0,21000
feg,950000,45341f7094a0e31e9f784118c1a990e48fd3f9ca04621e829297e3dfe8c369dci0,1,10000,1,10000,100000
fermi,950000,1111466844086029a4db0461ab8a0ff53a739d77d41ed13eced42aa343de957fi0,0,0,2,327600,16380
fermion,950000,000067a638eedf79fc279c7f7a5288caff13462d0fc682b4b0156eb1a509ee71i0,0,0,0,0,2100
field,950000,00007f77df6925d51fef2c1d07fd1d9a44d4c7145d423a621c3db42de7e0736bi0,1,1000,1,1000,21000
fif,950000,886af5ebaaca5864d51cab6314cdc39fcf277220ce8d6d56ed19bfc45208c021i0,5,95123,5,500000,21000
fight,950000,000079591166d8f82a53371393a1954da29afa0dde3c0b5d410da48dbe0c3ba3i0,0,0,0,0,1
fish,950000,52620aa72b8218a5e7dd6ddab29e41f141344f3a30481f04fbb8eaef798bf9aei0,6,6000,10,10000,10
fishmask,950000,00001bc4b6f1e452fb601a05cb0711a2cf38fb1d0f3ed2d36ac5fd02a2b77710i0,5530,169307814,19089,190890000,1000000
fixedtoken,950000,0000796825abedc4187287dbccd6f70017fa77aa2ab56c7c9d6bf84a63a1df34i0,0,0,0,0,21000
fmob,950000,00007e1403973322a2b469650b654413e6bbd417337f8438b5db9cc6abdd6261i0,10,10000,10,10000,10
foe,950000,000004d60d46e81cd4f27bdb9b2412c3e55a79aedaf090f31f1bc6426000706ai0,1,100000,1,100000,2100
fomo,950000,0000bf9a85621878d7759561664ae08a08a45cc7bad127ba5a4e9c5984e5c47ci0,1,1000,1,1000,21000
force,950000,0000bcc8d240922c62713cca12c28c186e9aa6e2656d11fa325b2957b3abd550i0,0,0,0,0,21000
fractal,950000,00000ca718f46acf83493621cea748277c8f74f7b931934f4fd53f0bf708794di0,38,980906,10,1000000,10
frog,950000,39f5257375864d20f36612ca081ce7d0cc799d489b7ad281cb5bd8487d2edfcbi0,56,67000,67,67000,21000
fuck,950000,0000d2c72a44e3c778695661e32f580c2772622d881ded8cac8b90c4a9a43539i0,1,1000,1,1000,21000
fusion,950000,74983840b605d17267ed742a2a6c142e1c6c8f35848c11ef749ef64296f01953i0,0,0,0,0,100000
g,950000,000068d5b19a26d743805f9e7d4957bc43c2bd8df0ab2562a08be31e99d7c4a1i0,1,210000,1,210000,1
game,950000,00006a0aa30ece25d6183e941bb49375c0d6ec59e9f1e0adcf37af5cb2c31a3bi0,0,0,0,0,1
games,950000,000077a5fb242ae6337c22d99d0519f321063b0025181b6561f5078d9bad6e53i0,1005,99686440,1,99980000,1
gec,950000,00005d01ad2c020f6a06939fca225ad269017ef1dc835fb803d0f5c23f5a0c75i0,0,0,0,0,21000
gem,950000,777778541689ad09e43eeba8e9df62981c32d9fdc7fdbb7aff87cd3267bcd90di0,9480,19806521,21000,21000000,21000
genesisbtc,950000,2443f271f71f31ccf454163773df58c9979078203f62c47505c89afc76730ea5i0,2,5000,5,5000,21000
genesisquarkbox,950000,514421931138d54f105e774c62990a24086119b94441c1681349be5121d7fb96i0,1,1000,1,0,0
gftk,950000,3252d75e5b607f1129ebaf5d171c9727a147c67c8870542454c23648828815a6i0,8,12944,8,12944,3141
gluon,950000,156145d8e88591d2e4f92a0f005a9fb3b31384685c6a0780852c4e690c3cbb27i0,8,50000,1,50000,1
god,950000,00004dc5b51cea4156ff423e96c44077f922d0822063bc9bbd60f6c124df045ei0,2,1000,1,1000,21000
gofuck,950000,7355f422778bcb3f4ef623384e6ecb9573009e63714e6575ac27d4cb06008f17i0,69,73000,73,73000,210000
gold,950000,2258c2531df921a591c9b8ee0e78d919fdc2b6a648e390ecd502c610beade96fi0,921,3974488,448,4480000,10000
goldbit,950000,00001d30629ad2b13b79d4c592f8578cf5e1783131c436348b580ffdff6d5c74i0,0,0,0,0,1000000
goldbitcoin,950000,8654ea8828e093e1d2e5b3759b79d37f0ccb443709b9404917fae5efeacd2eabi0,0,0,0,0,999998
goldbtc,950000,9392e7e3bb0f16ca776bebee33841e863d8f0f17da84518ad8ebb525dbd6e96ei0,0,0,0,0,999998
goldenbitcoin,950000,5217a80b36c01434f80e30505007bf4f419496708747ceb7c799b25c373e0126i0,0,0,0,0,999998
goldenbtc,950000,90100190ceb21a95b9d7d9e080370fbc242777ce770412de8e4649d54dd2aba1i0,0,0,0,0,999998
goldensat,950000,71531da55514dd685c5dbfea743d4d42def79b29dbfca92ad671c2884b5e9e98i0,0,0,0,0,1000000
goldensatoshi,950000,5431a5d9a350bad99fe284f544b1e611232c0a5ba1ebf932ece7ec8d7557be5ai0,0,0,0,0,1000000
goldensatoshis,950000,6634edb6c9eb5b97e87443547e6b4afbd553a7794b6306e1ee96f9cf93f4bf4ai0,0,0,0,0,1000000
goldensats,950000,11246ab6d26cee06455c649712511d7f1f239c2d12dfba4a3c845934826d2a16i0,0,0,0,0,1000000
golds,950000,0000c98f65ebbc403d8e0f9a7fa73eb5e35ba3d154e5b13069c22a13e1a4a015i0,0,0,0,0,1000000
goldsat,950000,5912b8f6c5e6522e8c613d621c8b96bfd8439ba1572b93a1b56a460301c6321fi0,0,0,0,0,999998
goldsatoshi,950000,6660b04f9a00d81d5215f799e6130a0e4ad1184e07ecada5e757b27de0aaa9a5i0,0,0,0,0,999998
goldsatoshis,950000,98034f7cab875348f1c6e7b0b97699921cf2416059178caaec500cc29d8180f6i0,0,0,0,0,999998
goldsats,950000,42712caed63612941f99bccbff8fd70a45cd3eb9c0d8c4583d381a93c91ec318i0,0,0,0,0,999998
google,950000,0000c02928eff355d0e830ff1379b7e85ddc5ac8398962da7d48a933cb5c044fi0,1,1000,1,1000,1
gpt4,950000,8108e793065acf45cd44b93ad8d70d73eb922891acafa4c4ddc6173be7371205i0,65,46587,100,54600,100
h,950000,00000f336637cb67e11edf9b1dd7f90fb7021cbf5ce06975258875cc6276c3aai0,0,0,0,0,21000
hacd,950000,00009d3384744dfca2b317c376152e9ffd4dde9e5785250ce3dd11b69b59af75i0,2,2000,2,2000,100000
happy,950000,98709d826e33c709da81b258d19a80db5793f9c440232eadd4700973b664df0fi0,1,600,1,0,0
happy2,950000,68350d87c22b98d1e09e269783e9816407a8380e76ef2d2309c63f481b19042ei0,1,600,1,0,0
hash,950000,40178269a779aa15e8bf90d711c7eea95b59ffb4ef40db5d971e50be5cc28272i0,7,6000,6,6000,21000
hashcash,950000,00007a1fd9ad773fad54b651ecf8f18f2b022a098cdd8f66791f4a912b255d14i0,0,0,0,0,1000000
hedgehog,950000,0000a7d44aabb8e067bba49f51d97b6f18f1e505b778c82eafa46c58fa4d5b73i0,1,1000,1,1000,21000
hero,950000,22919e5b4ed7257d921471c7e8e35d207c2932b437c167df1ec82329af387a5ei0,0,0,0,0,20000
heros,950000,3398590246d04945c46d59b689bc2eec90a06a082066748189577dcea9dd9cc3i0,0,0,0,0,20000
hhhhh,950000,0000c0830228ad87284436b1dfef9c5c7ad3f6e214c66ab4823e191ba3a14ca4i0,0,0,0,0,1000
higgs,950000,00002b773cf36df3aebc21e5325b352ccdb7bef7a21c5df9587a75c1ca0c47e2i0,1,1000,1,1000,21000
higgsboson,950000,fa88f55c52f3daf52d51f5ab41f4720d0bc64924b0562e37a480e8e38d37c69ei0,0,0,0,0,125000
hipo,950000,84820c743b34a39d50a3d90511cba30b9f31802534c2a57596dcd4a769a4af51i0,8,6000,6,6000,10000
honk,950000,1576fd52da63e2f8f8fdd702d9d588c694786f31ca79b59fb90c97773af3613bi0,45,57300,63,63000,21000
hydrogen,950000,0001ab41dc96b03cd5881ba97a25160e99113598c4cde0935c714024827b258ei0,11,15000,30,30000,21000
hyyyy,950000,00003bec50918c94caec8d56147f733480cf8b7905fc021fb151c0c09039061bi0,2,9817,1,10000,1000000
i,950000,0000a928d1247184185af4f629d061598a9683ae2990322ae6dd7ab2d1d4a55fi0,0,0,0,0,21000
ianmx,950000,00002686a0ac9ed62e6acfe3ffba55205101a00b3f6e21c8a1eef3f916821d1bi0,0,0,0,0,21000
ibtc,950000,6105950f17e61f511b2304c807a37603aa5fc0fce7b290e589e27510346bca60i0,11,9546,11,11000,21000
ical,950000,0576bdc2241d4da8721eaa10a13f1e634e93fcb960d152d33081d53c774d2343i0,57,61498,66,66000,21000
icals,950000,2679c605df1201f501b9827fa61e1405d19e37c8c9f8ac2dd8a67da2f87e76bfi0,13105,17989794,21000,21000000,21000
icash,950000,0000116e2c6585e4f0075dc253be7a0b3efbc83814f23443f52f6e312f2fa351i0,0,0,0,0,1000000
idollar,950000,00002dc1fe971c37d3af5a761320ff66268264d5fa9c9ed81b2ec49f94821287i0,0,0,0,0,1000000
ikun,950000,0000ff8c56feb85d58fc25b5cc58bd3a6c4b29bf75353d7312c719c672b52291i0,0,0,0,0,840
illuminati2025,950000,00009821bfbcc55a150d6f52e004abaee926a93e93f73bfa07ed225b44a8f544i0,0,0,0,0,1776
imoney,950000,0000891c363f5b2e1eb001f69762b5f9492ed6500e09d85c75c1628f4587ffdci0,0,0,0,0,1000000
infinity,950000,0d5e64d42e4520e17bc204fe25662b0cf2d2a65c350766d6171facaadccb371bi0,79415,2876600462,337241,3372072759,3333
insc,950000,0000cc61990d2ad15f4c6c5feb1ea112e7c200632bf86718f06473c89af90167i0,0,0,0,0,1
ion,950000,29424770f41d0440a39bd86fb4fc1e368eee7a315a4b5e10622d7861be8f50c2i0,5,9000,24,24000,21000
ipay,950000,00005455018e9357f544382ca2fee77c6cee351ae6edbd4b14fd384742563f23i0,0,0,0,0,1000000
ishell,950000,0000fbd74dccde6f2206a179d49e9776f256856d992c6bf6d4a02554c76c178ci0,0,0,0,0,1000000
iusd,950000,0000329774c07243d97cb34c81cacbe908c2b3b2d50a4f4ef97c1c1c962d6f3di0,0,0,0,0,1000000
ivy,950000,9079a0031837ef877dda1479d9c41aab3dc45a791495988068e5194ce8797fc9i0,24,195906,22,240240,2000
j,950000,0000d2c2737ad02ed357d8a311f2368cd6974d1209a57b22fabfc66d9ac08d96i0,78,1817535,1,2100000,1
jacobs,950000,000015db0ed6363b1ec288338d20786fc2ca4bce84b3efda1f9293f34435de87i0,21,132411,19,132411,100001
jesus,950000,7777a3648affc8ebd3a35d188a69672ad500eb208e0b86b71e51cdefca8475e0i0,0,0,0,0,11111
jiaozi,950000,14417959b9be71f20afb4ef8451ab21512441a2581b5987d29bf7fb2a1306b06i0,0,0,0,0,100000
joker,950000,000021ffeeb1c98ee121fcf9ca754bcf277ba6a3c716c82148c4699f4c8052a0i0,0,0,0,0,1
k,950000,0000d0fa7fb917756077734111217545db6c40ac79baaaeb7a207e5109675822i0,132,2092291,1,2100000,1
kekepalmer,950000,0000dd72a7c02419231f0384094b1e7e6a5dbe591f61a89ec20ecd3911e81f86i0,1,1000,1,1000,1
kimo,950000,428801de5da96c18c87333f672a2a0a74eaefcbff7f603fff5f88752ab7e267ci0,0,0,0,0,500000
king,950000,fade482d15aef5ac95fd200f53640692ab2d2817ffc1d5df89161f084f5c6ccai0,30,300000,30,300000,210000
krypton,950000,87737d3412cee7feb5f627fbedacce053db542f12ca0f2e363bc9290d7e0ba64i0,1,54600,1,54600,20000
l,950000,00005ac5d941a5d7c588d7a23f1594c60aa882b1812c231ae68af90df07f8290i0,97,2058308,1,2100000,1
laugh,950000,00002f2111d99ca8d632548ab28f3a7f068de31a7e358fe7a438a5e3c05a58dbi0,2149,15305085,140,21000000,140
