ticker,height,atomical_id,utxo_count,utxo_amount,minted_times,minted_amount,max_mints
ab20,950000,72847a492b19d112a6b8a5368a6aba94a1389ae2941d741d8077a74b43ab34e1i0,1,1000000,1,0,0
abc,950000,6187f1615a389389a992e83d4a93d38f3e03be4fb45ddf236f943d550131fd84i0,0,0,0,0,10000
abc1,950000,278899543267476dc1feb042b44066e6252974b161cc1be855af2f638d45f54fi0,0,0,0,0,500000
abtc,950000,8888722295d5b9d38efbc262e8ac9a21356257ee49d23037eba6279c16b58c8bi0,505,513401,529,529000,21000
acalltounity,950000,58376fd902e5deb40214b237e2abef72129bd33f3bafdc70b55262489e424fcci0,1,1000,1,1000,21000
actu,950000,8630f1937b4e66bb7be03af39ff50d05530707e1da053e276414533deef773bai0,4,3000,3,3000,21000
ad,950000,0000a0ab4bf464997a24ee52500e93c3be4b4d828ef67d3421bdb4985deebc67i0,0,0,0,0,21000
ada,950000,00003c16c43d1409b9671eb178c231906a21bc538c9401a1219bad3fa21b2431i0,1,1000,1,1000,1
admin,950000,000098e6998cb59b44e592cb84a46461af63ba59bc8b86fbd719a0670aed374ei0,0,0,0,0,21000
afom,950000,2a498bdc322fbd0b4d3d78b17b2b0276e01442b84c7c52e1363e8b4af226a061i0,3,3000,3,3000,21000
ai,950000,41203f4f1d97b5cda12acef1335afa019b23338229b78de088e9686bb212cd77i0,1691,1913338,1940,1940000,9996
akiu,950000,2012668ce0f2d4d0d65ac8bc7f1e880ba3926352d00598a44f38c17a00f4fde2i0,0,0,0,0,21000
anion,950000,00005bee01f139c9c83e1943c6aff9009c4180ec324faeee9f96811daa888acbi0,104,963845,99,990000,99
ant,950000,5078d224b233cc9f03b2ea19d7f5ae97f76a988ff379b51622c4e242cc25bc39i0,0,0,0,0,2100000
antimatter,950000,0000a8b3164e8f30a72bba264ef6e98b3344045f7ebc9a3567267f4684fe6290i0,54,58000,58,58000,21000
antiquark,950000,00007a9c162e13fd278abdcf4f33af94df282eda048751dcf3eb4fae3aa853f7i0,132,315162,326,326000,2100
apple,950000,aaaa755c19bce32e643c7823eb49a9f621ac8773a2adf02ecd173859018e9c68i0,1,546,1,546,100000
arc,950000,0000dfbeb6bf0a0584969b04224607890ebf1dc167738c51fec61b89f01730eai0,816,904628,956,956000,21000
arc20,950000,3609cbd2aca1d05bee679084f937e6b35f66dfe3773142e9edaf280ac7751db1i0,51,981146,65,1300000,100000
archon,950000,aaaac8b86b0591639240b8f4f2e48eb28d238b636bb6e756918f218efccae779i0,0,0,0,0,19983
arcoin,950000,9280847d6896c7ea5eef251b5064f724c3a338782b332908a5dcdcb55bdc24bai0,3,49140,3,49140,3000
arcoo,950000,2823c9eb90b6eae7140ed5f38cf978249c1dd617149cf2e24f3765e10914ad15i0,6,98280,6,98280,5000
arcs,950000,9406ccceba2ef261f113fa14bfe156ec2b1d36d572f183e288ab4f4fb3e6cb8bi0,0,0,0,0,21000
arcswap,950000,a091bc3620572d82a7b16bc3adaa10694f842af1282f0f2807845a7a9a6e3407i0,471,618411,658,658000,21000
arcx,950000,983134562b186296060299fea8ac9799d6f1adef7dc81707a6cbd2241439a455i0,0,0,0,0,21000
aries,950000,00009b434703be9204e25fba8d2ec8d72ccd03f28d4bb32b657f62062a75354ci0,324,1068520,282,1128000,5250
armitage,950000,20485f4a910972be87421ec2389d2c53e3edd8bd196210a161cbf66534815e7ai0,16,36804,42,42000,21000
arthur,950000,00003b7c30130cbd826df533e2c8105753547f8182250c622610211722849fa3i0,0,0,0,0,1000
asigna777,950000,82788cdf08ca226221fc2e32377d2a1dd00395cc2e0826691f2ef4bfc4e2ca9di0,1,601,1,0,0
asignatest,950000,19884f0825fb816cddeebac1b361c849277b24a5ca670d302a55478ad8f55cafi0,3,2000,1,0,0
astroboy,950000,a20b8d9b61912123bab44f437c8f80fa190e852b5cf0519db1a5a22c2401815ci0,344,9695942,1,10000000,1
asut,950000,8a7165e953bc0c044afe839413b6ed766dfcad7940116f158c513c3a4f3b250ci0,0,0,0,0,21000
at0m,950000,000077371d7ca35ae4349dcef843ee91625406ca4844299a9dec80148f77ac39i0,0,0,0,0,21000
atm,950000,9ba6b2828464aaa14d3ce7054d028f8b7a4f83a09acf669ad531e17ffcc5e352i0,7,7000,7,7000,21000
atmo,950000,39b7b4deb1b3e2dcbb886767907f3a0ef25e743da95cec6bd6f10e3490f00003i0,68,70855,86,86000,21000
atom,950000,56a8702bab3d2405eb9a356fd0725ca112a93a8efd1ecca06c6085e7278f0341i0,12932,19114209,21000,21000000,21000
atom2,950000,136379859fdba9c8b4833ecbc29c3ae53e22590bf2b0460d5c806a3512302b70i0,238,1962008,3,3000000,21
atom20,950000,58655d0bfc9b2edebadc95c7656ad90e4bd7f6a35c0987964d1c40cdf3c87e17i0,5,6000,6,6000,21000
atom2024,950000,1122e917ebb93fbd0ecb4a54f30cd3fcef0f43d315899d99507515812ea1c0bai0,0,0,0,0,1
atomarc,950000,00009dfe8865d9190f06f32c79ac29ee879e3546c30c6b731ee2ca6bcbf8daaci0,0,0,1,546,1
atomavm,950000,0000c9b2b9d9953795e5fbe54fdc462ec8f6d41484395e565d0f8f04724440b3i0,0,0,0,0,21000
atombomb,950000,05fffb34e3907304757ce8290129e96d81ba61dda65aff85f1d133eaee171531i0,0,0,0,0,194586
atombtc,950000,1200d535ed19e97345c2db6b264b16c42105c5ea9b0d245d2e49117dbe81dd01i0,499,533546,535,535000,21000
atomfi,950000,892331ef0d758e56e3f4f3dbd143e2e37626c38eeefb7fd816c19da40a826908i0,1,9998,1,9998,100000
atomi,950000,232487243cfc821de50533c55f4cb4969350771adcd87822e5388a24bcd3bf32i0,12176,20139136,21000,21000000,21000
atomic,950000,0000a7f9a95a3967388088868e4c531bd16997eb07e20bb4e3b3af9a2375335ai0,0,0,0,0,1
atomical,950000,0000d816b114585b45bf29e2ed0c2fa3c846f01f6ae44ee985d78f2f4acfb18di0,9385,20233335,21000,21000000,21000
atomicals,950000,54799a35caf574c08d44216c354ef16344f9c5f6c8cf6e349468d90549c9ed5fi0,9630,19659284,21000,21000000,21000
atomics,950000,000023089f56ae8d2e479f91b4296804fe83fc034c653a22ee989eda92716d0ci0,0,0,0,0,3
atomitest,950000,59002ca3345a92935ea5fbe10d26ce0d6e6e11470a87c6503d180a5c792a0567i0,0,0,0,0,10000000
atomitry,950000,0000ef67007541b84215a0a01282c364a7bd324eb9a9ca3408919adf507abd90i0,0,0,0,0,1
atommap,950000,2993cf6622a408ef39f59c58ceeb4f4509d3f49a36adb8db01dfbf366451543ai0,7,119988,14,139986,99999
atomp,950000,4841265dc0be6101592ea2ea04a1017e84fa8c5f2709bc329e5f0c6889b8acbei0,20,102245,117,117000,21000
atompepe,950000,00005d182e828c231f908b6be165d332e980810ce242cc9b385917aedab38139i0,49,55056,62,55056,1400
atoms,950000,6188a9840691e90b49d6e9a1c927c6a83ac282817a8b639ea0db17817307dea4i0,7794,20680216,21000,21000000,21000
atomx,950000,0000e9420688bbc6e4e19f3e21ae6f33bf29a98fb1032ee56d4fb43bc44f2bdbi0,1,9000,9,9000,21000
atomxyz,950000,000053196db7ba1b26e92bec3a876fd62242681856feb4e8551d2ecd8f5c8a6di0,1,600,1,600,21000
aton,950000,2c93399100371819ee0258116c536070e029ca130229b6413e4ac1e74734e0d9i0,73,82609,86,86000,21000
au,950000,7979111ae20f9ec5abfb086d088a77414212cdc371157f66803fb8da5a6921a6i0,0,0,0,0,19696
avax,950000,0000e241518a3a242f19f350fbf2a3c8f25c9390ba93c089d73330703989d662i0,1,1000,1,1000,1
avm,950000,d4c48c4db504282e987776cba26f78fbc1573460a02c45d9e5de37c5b13ef751i0,9475,19834679,21000,21000000,21000
axion,950000,0000bf7e1126ebb3b90076e2d49b4c978fde8d35f617b552f8aef0a07a9e76f2i0,52,57848,86,86000,21000
b,950000,3509baa110c7ecaa8105dc5188cd9d0dcb68500560b080eef0e264c5405f780bi0,18,19000,21,21000,21
babycolored,950000,0000fc9b11a452117281d16c6b241c0b64c777006dd8275538f6a970d113cb7di0,146,198554,1,200000,1
bch,950000,0000073b34b25819b38366f74ae73db3b67abc39af27cd919c8ef4bc427b53d1i0,1,1000,1,1000,1
bear,950000,52204144834696ac96be4af15261b13d54fd2883a3fb77dfac2a8f64b673985bi0,21,39194,40,40000,10000
beng,950000,801168229af434d496e5bc19c884ba930c9f64c398370fbeb841a5dedf8e1e9ai0,2,2000,2,2000,21000
binance,950000,000008440f31642485c701c8b70f587ec0956ddabe596264dc0e97b573e576bci0,1,1000,1,1000,1
bitatom,950000,5345a76aa4c4580f5fa7821a43c228daa5c349deae742564b43714161558b0c2i0,11,160000,16,160000,21000
bitcash,950000,0000ec94018f4ad4d6c6fb7b9b7fa1dabbf90ec91de22eb3daecb76ced40c719i0,0,0,0,0,1000000
bitcoin,950000,531802b8de05f125e006799d0d478e5786277ec73d6c8fae3d7bbd654bcbd8fai0,78,769750,77,770000,21000
bitcoincash,950000,930254340a40d09e2b2168a63e1208ea7f12dd2675cc1064b562737513642476i0,93,170938,174,174000,21000
bitcoincolored,950000,21235ed0385e64364abea410c38d05d3fde4e258451c255ac424669ef561a06bi0,0,0,0,0,100000
bitcoincolorful,950000,6143db8b20367fdd97074c0f0483e3cca8aeef0ef3161790955d006f94f5bd18i0,0,0,0,0,1000000
bitcoincoloring,950000,4899ff5c1eda92350b7d2920d156d22e916b91492271541471af1fd7ec478113i0,0,0,0,0,1000000
bitcoincoloured,950000,23595cf86b7273634ee6519bde8f9792c9ee4f7b0ca0e528615130112b0d78dai0,0,0,0,0,100000
bitcoincolourful,950000,136263cabae3d7e7ea626503906ec080a42d4d81411e9e91d099908c733c306fi0,0,0,0,0,1000000
bitcoincolouring,950000,8545d51ea0706b23051a8eb4ecb96fb501025ea041a694032e80344bf71ecc6fi0,0,0,0,0,1000000
bitcoinfi,950000,00008b6a54a8a34b40ff910ba0a27a6cb8c849410872bd38881c300f9ef0f87ci0,0,0,0,0,100000
bitcoins,950000,0000efb27f6c1cb7e184a9f3571f0ad2797dd6bbe1137fffe42bae5062e365f2i0,1,546,1,546,1
bitcopper,950000,0000fbd1cbe72ca217a09ed7e602d624c24e38a0c6ca53af9b82c9559faf4901i0,0,0,0,0,1000000
bitdollar,950000,0000c37800a90ce73b75847267e5ec4b9668010860a9f8cd1a58c11fd8352c24i0,0,0,0,0,1000000
bitlen,950000,1980ffb229b40c1399ea8ea06440373272b4142ff5e40652063e414ef1670eb1i0,7,7000,7,7000,21000
bitman,950000,00009e7ea0268b6b04415ac02843be1bb136ec8543b76e6c62081b65234a39f0i0,4,630000,3,630000,210000
bitmap,950000,0000c50e14bfabcc43931466b3de5b617f6de237a4ef508b67452ad0c82a83bdi0,0,0,0,0,1000
bitmeta,950000,620125754d89bade1a2fb8659af02f6ecb10d1c8e086ee6485393071651aeef4i0,5120,5756524,5759,5759000,21000
bitmoney,950000,0000277577fef420fe43f404f9261d5dd245071b244490a74f5c77b712330169i0,0,0,0,0,1000000
bitnew,950000,0000744ba76666b672ecd466cf0efb3a52a28d005da781ca38dc948b18c37198i0,1,210000,1,210000,1
bitpay,950000,0000c46be4128f205d6ab68ac59fa1f09ac8f856cd14a1e325fd57891e66ab47i0,0,0,0,0,1000000
bits,950000,0000d2b4dcddfa76ca4d2cbdd16bcc2e22b2c3cc53a53ff09b7a55dbdcfd6750i0,1,1000,1,1000,21000
bitsat,950000,0000e6352db8c7135a4b956b0b692dd893bdecfdba0e166959d926346c3f6258i0,0,0,0,0,1000000
bitsats,950000,0000cf74dbe85da62225fef32bc51eecb40e65b72413199e4fe11c2f204e7ceai0,0,0,0,0,1000000
bitsilver,950000,0000520a061b0a24cac5ed562ec53eb740d7ee4b4a16be1458f562950831e225i0,0,0,0,0,1000000
bitvm,950000,8abe2424874b5c7a53b3e325c90230fc5f9d821d909ff38dcc98bbb13b8e62c2i0,11037,19368529,21000,21000000,21000
bitwork,950000,77777ed2e22644a34e164a00d5114cad4b60870e38588188ad65dd5c8fdb8a62i0,1318,1926795,2108,2108000,2108
blast,950000,37261fd60fe6aa11a9432f7533a324256abb5390d317f0f9680db729b7a874f0i0,5,5000,5,5000,15000
block,950000,0000c4810be3b6cb78348df064951d6cec50296527624dd9f78fbd2a34542774i0,41,197250,10,210000,10
bmoney,950000,000072ff76a9e5624f3c610913b80473add90c23ea2800a07a5939e9bc37af81i0,0,0,0,0,1000000
bnb,950000,0000d7bd271e1a73c6d9ae21de339b0c460e5b77f3cb439b848bd6177c2e3caci0,20,377595,19,380000,20000
bobo,950000,6038643726dc35bd1606778a5d7de7bf7dbf70194afb2ce86c6be07e7b0e1564i0,21,98590,1,100000,1000
bomb,950000,19456dbdfbabf6efbf347fd89939310428a8df5816fcc03cc78b8544f8d442a4i0,88,1026735,103,1030000,210000
bonk,950000,0000baa72040ceafccbe876536b8069b50262225f3d383d45431911b22e34ac0i0,0,0,0,0,100000
bornmade,950000,0000b4f5508c73a79839568ecd5e15c8015cc3b002bf43fba2575e0f717a909di0,0,0,0,0,10000
boson,950000,673688bac7641112083fdda352c784c39a2aa29b3be25a0dd4458ddbb2edb58bi0,1,210000,1,210000,1
bt,950000,0000bf2fd440660606abd5b48e3443b37339a0eda755ce787176429e6ab12cf3i0,0,0,0,0,1000000
btc,950000,7296411f89e8e6171966a0b9d11e3fe12e86fdc3b0515b1f7bbb1c29d65f29adi0,10633,20265160,21000,21000000,21000
btcash,950000,0000527325e2b136bc107b81c07715e98c1062bf827e07ced0c58232ee589e22i0,0,0,0,0,1000000
btcat,950000,5650cc68a14b7cd647d5728b6f4c3f70f0f633b9f2daff06d3f5e052370acc43i0,2,16380,1,16380,5000
btccolored,950000,593798796d12174732060d874e6cfee04f963537f297bd7439bc8bd4d69922c3i0,0,0,0,0,100000
btccolorful,950000,4206977fe142a163559c8ec0ccebbe5ca25cb2a0c6eea42fb43e6a647d8a96f3i0,0,0,0,0,1000000
btccoloring,950000,66615df0a9b75b6fb2629e442652f6b984c56551eab4e9114c8c2279b995a4e0i0,0,0,0,0,1000000
btccoloured,950000,7754697064dba6508c4b18762d198761b4f74004abb85af3d16b10722d1d4cfai0,0,0,0,0,100000
btccolourful,950000,4053b33e123666f40c4ab9126a43622ef9ead6e3470685006bf3bb8d98561cfai0,0,0,0,0,1000000
btccolouring,950000,7304cf1810859c7e4b73e45a9861c2f711d080946e8de51fef25ac04f7017666i0,0,0,0,0,100000
btcd,950000,000082bb15354d4b9aad6b34d21f171e1fa8890f3a9fdb49af66bc5d513a7d9di0,179,348010,405,359640,888
btcfi,950000,000069ca523e37e6c3d4bfeca10ca692d45676bd081917f64f3f8f19730f2840i0,0,0,0,0,1000000
btcopper,950000,000003423de3da3447ee22e73b81904afacb43c02764161af74cc654ad9a031ci0,0,0,0,0,1000000
btcs,950000,51184faf1a7a162db05a7311f92580748cc340521899d73cb779fa812b1d6848i0,964,1140597,1212,1212000,21000
btcsoul,950000,000062cc9afabc1ec3ca18d6b2319ced841b3ec9f7dfebfa2b9782ab5e569b86i0,0,0,0,0,21000
btdollar,950000,000003a4ebb5f100c4f58e37a66b76806c33bf74abd6f51eb6de072948a670dei0,0,0,0,0,1000000
btgold,950000,0000bab04511a27c41f97551670c876c8ca83f4e63dfe8f78bd88b2ba5dedb31i0,0,0,0,0,1000000
btmoney,950000,0000fb34ff869fb9388eadb18d8da35f65c79f2f658f1a0110e91f970e45c99ei0,0,0,0,0,1000000
btpay,950000,0000f282ddc71e63fe07d484fe55454e918e9671ab20b50c8ffb6b670e77b7e8i0,0,0,0,0,1000000
btsat,950000,0000365845940447c01417b5c9280b72aeb41240b3c5be5d8cd278b1338a8262i0,0,0,0,0,1000000
btsats,950000,00000b43e92b2d9a211108090f19d40610cf9c5a624dd906fce0e9aec9857a9bi0,0,0,0,0,1000000
btsilver,950000,0000cb63396a3c6a15669e5a7646fffa4f7e018d671bd45fa56b4b3a8b86582ci0,0,0,0,0,1000000
btusd,950000,00009fa10483e5a341bbeb5775647833054335e21fa4bc14d293816417cf72a2i0,0,0,0,0,1000000
build,950000,1618dcd3b03bd06e77540f76b597a93134b226838827605c6a1dc1140e4c08a5i0,21,23000,23,23000,21000
burger,950000,84812460f840f1edce47e0a77fc0661702591bb705a22b993f1850c25e633ffbi0,5,69972,7,70000,10000
c,950000,0000c30ac945761d6f4cc1ea57e746677d54ebd37d9e90af49d444721da0fe71i0,5,4000,4,4000,21000
c0,950000,c0c08b8d33c6e46ce42eb5e15361860abb04dab1583d78e3a4c4bb7bed1dc08ei0,0,0,0,0,19000
carbon,950000,3083adcccb7a5aa68a08e897734f98f51dd76a86f8876d4a03a18ca4add3ae97i0,106,1620227,95,1900000,500000
cation,950000,0000c47118db4d71acde9f3433111647d65370bc6706fc4573f2b556877a0851i0,24,79992,24,79992,2222
cats,950000,6666d013bfc969e8f69ad0c9fe15923914484a571c840299ebb347cb3098a38ci0,435,6748939,471,9420000,500000
cell,950000,ce11571138ebad278dd50fe4c0db1dba30b30490a37eee5476358dc544865ccdi0,37,1096232,1,1111111,1
chernobyl,950000,0000e70f3453b843ec90a42095146acb91b350267c930220275822670c07c4a3i0,15,147171,10,200000,10
chillguy,950000,000005e87ef7a7e7a6292edfa7f09287b25d00c0e735c4a4e1e8a99dd9243615i0,1,5000,2,246912,789
china,950000,0000582854b6c9c651f8c441e55a08ee235f6612b75756cadde61a9599bad083i0,0,0,0,0,10000
chip,950000,52a35ec714ea016cd81f7d1b11244ce92008eb7ca55c5839225f26dd0b9c32e0i0,2,3000,6,6000,21000
clmg,950000,3250234587892a01a5388d9c25747b7b6730f7c3aebd6dc1a394ea40f7f557f7i0,2,2000,1,2000,500000
cocacola,950000,0000488a6900b72065b93e7c00b5d8c60c8b45b1f50f2c810e97db1d7e6d0857i0,0,0,0,0,10
coin,950000,3d2a63f1b35716431c30dd2803afc67273b6fc0211d9baf38e323c25a800e711i0,124,177808,193,193000,21000
coinbase,950000,0000ee0c16d323b32bcf592543e3f3a1e411704c14973d66192f78bc1bc534dci0,1,30000,1,0,0
color,950000,0000c5e5284edf5726438332ac17a9b826b75713667e9c29ac13c5a505c8ca91i0,0,0,0,0,10000
colorbitcoin,950000,00007fff20d69c4cc63ca5b891954d2cf93bad077b2a70415a1ef01c306ce133i0,0,0,0,0,100000
colorbtc,950000,0000c74e455eb73d27d1813d437bb4aca6e110f5a654c68bdad075db18273af0i0,0,0,0,0,100000
colorcoin,950000,0000ede44c993d46307bdc7b1538abaf1ec1179f1e2de80524f2ce484f9484a8i0,0,0,0,0,100000
colorcoins,950000,00008afd079ec11e8667b7dc6dcdb0158b066bc6d26a33e95445dff10cc3d665i0,0,0,0,0,100000
colored,950000,0000d9903f077387b8504ea15cbc75282ce69ee78e1f172c585023316f5c2cb6i0,0,0,0,0,10000
coloredatom,950000,13071918d878dd94328d6fff787fdd1da6718b5d41401b1ca5cc30f7658f4d3ci0,292,330000,330,330000,21000
coloredatomicals,950000,5278e2904fed9dec47a41183cc816c647aebbd9946a031f890562769b4bd441ai0,0,0,0,0,21000
coloredbitcoin,950000,00002cf05244e8c97f4bdee853ab3fc931a7ca61b79fd02e56507f90327245b7i0,9195,20425611,21000,21000000,21000
coloredbitcoins,950000,0000ea05ab5ad6fd1591133e1b078f03f78a9fd44538f3e17205a5cfa0b1e27fi0,0,0,0,0,100000
coloredbtc,950000,00007eed36a9e98f415f4a93944aca2d734ee137c948abeef57c20337355fae7i0,0,0,0,0,10000
coloredcoin,950000,0000ee30e140bed11faec2fff92b8a46ce63399f5ec10634c307496f844e0d3ci0,0,0,0,0,10000
coloredcoins,950000,0000e738cba15b291f40a67526444720bc90d79b57e87e6d712592007b1e8f5bi0,0,0,0,0,10000
coloredsat,950000,00000a29979e58a12f02319a35a92a99b074590ed861b8dc90fdeb1fd729ccafi0,0,0,0,0,10000
coloredsatoshi,950000,0000bb7ed08d183a0a50b5d76959d06be9f6f425a82c3f8c2de151fc088b440bi0,0,0,0,0,10000
coloredsatoshis,950000,0000ce770b1738f1b6b4ae2b4bafef6730c8c58dd8507022341266ef441e4fb4i0,0,0,0,0,100000
coloredsats,950000,0000a86af64d10a2017da8d6fa8c960bc273242acd219680a64be73e7afbfb35i0,0,0,0,0,1000
coloredtoken,950000,0000921012a7a032f6e4a084a8abd0313e45cd575d163a4506b2bb64a7a2a0dfi0,0,0,0,0,100000
coloredtokens,950000,000081a0ba8cd88470d9e0fc84e5afcab767153aa9d3a6b3c7d7b699e33ffa3fi0,0,0,0,0,100000
colorful,950000,629230fca7d53042280eca159dda65edde4f5907490dd029a64c9ad4faaff910i0,0,0,0,0,1000000
colorfulbitcoin,950000,000086de5b64d6b07823d833dd35aa115a4fdb0f2345cc007b48d9fdb6d16f6ai0,0,0,0,0,100000
colorfulbtc,950000,00004c9e435307d2e0502d1b172313b6dde17fbc55166ecacf49fbd83136d04bi0,0,0,0,0,100000
colorfulcoin,950000,00008b8fa9fb328681f9a2972900474127035b83884ee4031ad5546d685db599i0,0,0,0,0,100000
colorfulcoins,950000,0000cf0accec6d57bdf992eacc06bb3c838e4b11dc7ea95e4465948dd548e754i0,0,0,0,0,100000
colorfulsat,950000,0000ff79a4715b70d379d49f5052beb67106bd382e1be9a95078f196f4296e80i0,0,0,0,0,100000
colorfulsatoshi,950000,000086c8f66910941ed2af5f4d1931e7c7b06e2d57069eb03ae0d7fe1873fc9di0,0,0,0,0,100000
colorfulsatoshis,950000,0000ad305c6b2c4b6875046d165041ca94892bc478d33369862e0e43e76ed681i0,0,0,0,0,100000
colorfulsats,950000,000067303762568058a4663b281d534733827232f7904aa1dd2257798fb8af8ci0,0,0,0,0,100000
colorfultoken,950000,000044f7a28a537605318bdcf6bc2eb8f00f9ca5d98f48d3cd5fbdcdafd71cdai0,0,0,0,0,100000
colorfultokens,950000,0000f7eb9239281dc27f3a04e9039fbac160087a5a905a947e19ca9548d0ef57i0,0,0,0,0,100000
coloring,950000,0000fbecc3e2d1d3b9e0c6df3e00dde856adb10513d9c76bd90e2117594c9f7fi0,0,0,0,0,100000
coloringbitcoin,950000,0000ea87ae0ae4d9047a7540d7027ffceeea0b442624a0153ea250a24ad7fac3i0,0,0,0,0,100000
coloringbitcoins,950000,0000fc2bf390f526cee5fc46dc39e47473ea5f867e2849f75ad06a6797fdfff5i0,0,0,0,0,100000
coloringbtc,950000,0000f2844d91439dbdb65d2d89087464af8c710849ada3ff06d64ca83ae736edi0,0,0,0,0,100000
coloringcoin,950000,000096889e0e4542382f90ce7cfa26437b02c9494eda4e0a6153b6014dc86bd2i0,0,0,0,0,100000
coloringcoins,950000,00009a9fd106444d64cd438681ddeb3891a005c5b300c9d74b9e0e1211895ffdi0,0,0,0,0,100000
coloringsat,950000,0000371b2fa6957c7f1961cae7c794864e3296b718c42eaee20f76c39e7fb6c5i0,0,0,0,0,100000
coloringsatoshi,950000,000077c256fa7a6eb009651020c53e56c111ba1264796149b02e37c01687e6efi0,0,0,0,0,100000
coloringsatoshis,950000,00002f1082279ed9c07ec4f1938c4b0acd949031a81cc6f78d67c600a1f4bd8ei0,0,0,0,0,100000
coloringsats,950000,0000aa20465aa920d0104554e6b045c38eb0b1b1dbfcddd1b54093dd34960152i0,0,0,0,0,100000
coloringtoken,950000,0000e7fbfad613758c5d875177ba9de521449c83781b7fda4718df64f382b38fi0,0,0,0,0,100000
coloringtokens,950000,0000d404ecec4631fdddded7771bb37090ec6b8bbb017b66e2474b7bc1eae1a9i0,0,0,0,0,100000
